disaster_id,storm_name_clean,year,month,decade,era,region,location,intensity_category,deaths,affected,affected_millions,displaced,damage_usd,damage_billions
2011-0157-PHL,Typhoon Bebeng (Aere),2011,5.0,2010s,Post-2010,Visayas,"Bulacan, Zambales districts (Region III (Central Luzon) province), Cebu district (Region VII (Central Visayas) province), Eastern Samar, Leyte, Northern Samar, Samar districts (Region VIII (Eastern Visayas) province), National Capital region (NCR), Region V (Bicol region)",Moderate,37,430092,0.430092,0,31259000.0,0.031259
2011-0203-PHL,"Tropical storm ""Dodong"" (Sarika)",2011,6.0,2010s,Post-2010,Luzon,"National Capital region (NCR), Region III (Central Luzon), Region IV (Southern Tagalog), Region IV-A (Calabarzon) provinces",Minor,9,1152,0.001152,0,0.0,0.0
2011-0231-PHL,"Topical storm ""Meari"" (Falcon)",2011,6.0,2010s,Post-2010,Luzon,"Pangasinan district (Region I (Ilocos region) province), Batangas, Cavite, Rizal districts (Region IV-A (Calabarzon) province), Albay, Camarines Sur districts (Region V (Bicol region) province, National Capital region (NCR), Region III (Central Luzon) provinces",Catastrophic,20,1700089,1.700089,0,12869000.0,0.012869
2011-0272-PHL,Topical storm Juaning (Nock-ten),2011,7.0,2010s,Post-2010,Visayas,"La Pinas area (Metropolitan Manila district, National Capital region (NCR) province), Nueva Ecija district (Region III (Central Luzon) province), Cavite, Quezon districts (Region IV-A (Calabarzon) province), Marinduque district (Region IV (Southern Tagalog) province), Iloilo district (Region VI (Western Visayas) province), Siquijor district (Region VII (Central Visayas) province), Leyte district (Region VIII (Eastern Visayas) province), Ifugao district (Cordillera Administrative region (CAR) province), Region V (Bicol region) province",Catastrophic,84,1108224,1.108224,0,63258000.0,0.063258
2011-0279-PHL,"Typhoon ""Kabayan"" (Muifa)",2011,8.0,2010s,Post-2010,Luzon,"Mandaluyong, Marikina, Quezon, San Juan cities (Metropolitan Manila district, National Capital region (NCR) province), Japalit area (Pampanga district, Region III (Central Luzon) province), Paniqui area (Tarlac district, Region III (Central Luzon) province), Calatagan, Malvar areas (Batangas district, Region IV-A (Calabarzon) province), Antopolo City, Rodriguez, San Mateo areas (Rizal district, Region IV-A (Calabarzon) province)",Minor,11,8423,0.008423,0,59000.0,5.9e-05
2011-0341-PHL,Typhoon Mina (Nanmadol),2011,8.0,2010s,Post-2010,Mindanao,"Quezon City area (Metropolitan Manila district, National Capital region (NCR) province), Zambales, Bulacan districts (Region III (Central Luzon) province), Iloilo district (Region IV (Southern Tagalog) province), Benguet, Abra, Mountain Province districts (Cordillera Administrative region (CAR) province), Catanduanes district (Region V (Bicol region) province), Zamboanga Del Sur district (Region IX (Zamboanga Peninsula) province), Region I (Ilocos region) province",Moderate,43,403230,0.40323,0,34452000.0,0.034452
2011-0378-PHL,Typhoon Quiel (Nalgae),2011,10.0,2010s,Post-2010,Luzon,"Cordillera Administrative region (CAR), Region I (Ilocos region), Region II (Cagayan Valley), Region III (Central Luzon) provinces",Catastrophic,25,1113775,1.113775,0,2655000.0,0.002655
2011-0379-PHL,Typhoon Pedring (Nesat),2011,9.0,2010s,Post-2010,Visayas,"Mindoro Occidental, Mindoro Oriental, Romblon districts (Region IV (Southern Tagalog) province), Albay, Camarines Norte, Camarines Sur, Catanduanes districts (Region V (Bicol region) province), Antique, Iloilo districts (Region VI (Western Visayas) province), Cordillera Administrative region (CAR), National Capital region (NCR), Region I (Ilocos region), Region II (Cagayan Valley), Region III (Central Luzon), Region IV-A (Calabarzon) province",Catastrophic,103,3030846,3.030846,0,344173000.0,0.344173
2011-0384-PHL,Tropical Storm Ramon (Banyan),2011,10.0,2010s,Post-2010,Mindanao,"Mindoro Oriental, Romblon districts (Region IV (Southern Tagalog) province), Capiz, Iloilo, Negros Occidental districts (Region VI (Western Visayas) province), Cebu district (Region VII (Central Visayas) province), Southern Leyte district (Region VIII (Eastern Visayas) province), Misamis Oriental district (Region X (Northern Mindanao) province), South Cotabato district (Region XII (Soccsksargen) province), Dinagat district (Region XIII (Caraga) province)",Minor,11,75638,0.075638,0,0.0,0.0
2011-0519-PHL,Tropical storm Washi (Sendong),2011,12.0,2010s,Post-2010,Mindanao,"Cagayan district (Region II (Cagayan Valley) province), Negros Oriental, Cebu districts (Region VII (Central Visayas) province), Zamboanga del Norte district (Region IX (Zamboanga Peninsula) province), Misamis Oriental, Lanao del Norte, Bukidnon districts (Region X (Northern Mindanao) province), Compostela district (Region XI (Davao Region) province), Surigao del Sur district (Region XIII (Caraga) province), Lanao del Sur district (Autonomous region in Muslim Mindanao (ARMM) province)",Catastrophic,1439,1150300,1.1503,0,38082000.0,0.038082
2011-0555-PHL,Typhoon Chedeng (Songda),2011,5.0,2010s,Post-2010,Mindanao,"Taguig city (Metropolitan Manila district, National Capital region (NCR) province), Isabela district (Region II (Cagayan Valley) province), Albay, Camarines Norte, Camarines Sur, Catanduanes, Sorsogon districts (Region V (Bicol region) province), Zamboanga del Sur district (Region IX (Zamboanga Peninsula) province), Bukidnon district (Region X (Northern Mindanao) province), Compostela, Davao del Norte districts (Region XI (Davao Region) province), Lanao del Sur, Maguindanao districts (Autonomous region in Muslim Mindanao (ARMM) province)",Moderate,0,446907,0.446907,0,431000.0,0.000431
2011-0576-PHL,Tropical Storm Haima (Egay),2011,6.0,2010s,Post-2010,Mindanao,"Autonomous region in Muslim Mindanao (ARMM), Cordillera Administrative region (CAR), National Capital region (NCR), Region I (Ilocos region), Region II (Cagayan Valley), Region III (Central Luzon), Region IV (Southern Tagalog) Region IV-A (Calabarzon), Region IX (Zamboanga Peninsula), Region V (Bicol region), Region VI (Western Visayas), Region VII (Central Visayas), Region VIII (Eastern Visayas), Region X (Northern Mindanao), Region XI (Davao Region), Region XII (Soccsksargen), Region XIII (Caraga) provinces",Minor,0,0,0.0,0,0.0,0.0
2012-0260-PHL,Tropical storm Gener (Saola),2012,7.0,2010s,Post-2010,Mindanao,"Ilocos Sur, Pangasinan districts (Region I (Ilocos region) province), Cagayan district (Region II (Cagayan Valley) province), Bataan, Bulacan, Nueva Ecija, Pampanga, Tarlac districts (Region III (Central Luzon) province), Batangas, Cavite, Laguna, Rizal district (Region IV-A (Calabarzon) province), Mindoro Occidental district (Region IV (Southern Tagalog) province), Aklan, Antique, Iloilo, Negros Occidental districts (Region VI (Western Visayas) province), Cebu district (Region VII (Central Visayas) province), Lanao del Norte, Misamis Oriental districts (Region X (Northern Mindanao) province), North Cotabato, South Cotabato districts (Region XII (Soccsksargen) province), Benguet, Ifugao, Kalinga, Mountain Province districts (Cordillera Administrative region (CAR) province), National Capital region (NCR) province",Severe,58,949086,0.949086,0,9821000.0,0.009821
2012-0294-PHL,TYphoon Kai-Tak,2012,8.0,2010s,Post-2010,Luzon,"Cordillera Administrative region (CAR), National Capital region (NCR), Region I (Ilocos region), Region II (Cagayan Valley), Region III (Central Luzon), Region IV-A (Calabarzon) provinces",Minor,4,0,0.0,0,3000000.0,0.003
2012-0296-PHL,Typhoon Igme (Tembin),2012,8.0,2010s,Post-2010,Luzon,La Union district (Region I (Ilocos region) province),Minor,11,5607,0.005607,0,99000.0,9.9e-05
2012-0374-PHL,Typhoon Lawin (Jelawat),2012,9.0,2010s,Post-2010,Mindanao,"Muntinlupa city (Metropolitan Manila district, National Capital region (NCR) province), Zamboanga del Norte district (Region IX (Zamboanga Peninsula) province)",Minor,4,7921,0.007921,0,0.0,0.0
2012-0406-PHL,Typhoon Son Tinh (Ofel),2012,10.0,2010s,Post-2010,Mindanao,"National Capital region (NCR), Region I (Ilocos region), Region III (Central Luzon), Region IV (Southern Tagalog), Region IV-A (Calabarzon), Region V (Bicol region), Region VI (Western Visayas), Region VII (Central Visayas), Region VIII (Eastern Visayas), Region XIII (Caraga) province",Moderate,36,108040,0.10804,0,1339000.0,0.001339
2012-0434-PHL,Typhoon Karen,2012,9.0,2010s,Post-2010,Luzon,"National Capital region (NCR), Region III (Central Luzon) provinces",Minor,1,1234,0.001234,0,0.0,0.0
2012-0463-PHL,Tropical Storm Marce (Gaemi),2012,10.0,2010s,Post-2010,Luzon,"Zambales district (Region III (Central Luzon) province), Mindoro Occidental district (Region IV (Southern Tagalog) province)",Minor,0,322,0.000322,0,0.0,0.0
2012-0500-PHL,Typhoon Bopha,2012,12.0,2010s,Post-2010,Mindanao,Region XI (Davao Region) province,Catastrophic,1901,6246664,6.246664,0,898352000.0,0.898352
2012-0540-PHL,Tropical storm Wukong (Quinta),2012,12.0,2010s,Post-2010,Visayas,"Region IV (Southern Tagalog), Region V (Bicol region), Region VI (Western Visayas), Region VII (Central Visayas), Region VIII (Eastern Visayas) provinces",Moderate,24,241606,0.241606,0,5526000.0,0.005526
2013-0036-PHL,Tropcal storm Auring,2013,1.0,2010s,Post-2010,Mindanao,"Palawan, Mindoro Oriental districts (Region IV (Southern Tagalog) province), Zamboanga Del Norte district (Region IX (Zamboanga Peninsula) province), Compostela, Davao del Norte districts (Region XI (Davao Region) province)",Minor,1,10597,0.010597,0,0.0,0.0
2013-0258-PHL,Typhoon Rumbia,2013,6.0,2010s,Post-2010,Visayas,"Region III (Central Luzon), Region VI (Western Visayas), Region VII (Central Visayas), Region VIII (Eastern Visayas) provinces",Minor,7,3596,0.003596,0,1000000.0,0.001
2013-0272-PHL,Tropical storm Utor (Labuyo),2013,8.0,2010s,Post-2010,Luzon,"Region I (Ilocos region), Region II (Cagayan Valley), Region III (Central Luzon) provinces",Moderate,18,395730,0.39573,0,32431000.0,0.032431
2013-0373-PHL,Typhoon Usagi (Odette),2013,9.0,2010s,Post-2010,Visayas,"Cordillera Administrative region (CAR), Region I (Ilocos region), Region II (Cagayan Valley), Region III (Central Luzon), Region IV-A (Calabarzon), Region IV (Southern Tagalog), Region V (Bicol region), Region VI (Western Visayas) provinces",Minor,5,72696,0.072696,0,0.0,0.0
2013-0378-PHL,Tropical depression Crising (Shanshan),2013,2.0,2010s,Post-2010,Mindanao,"Mindoro Oriental district (Region IV (Southern Tagalog) province), Leyte district (Region VIII (Eastern Visayas) province), Zamboanga del Norte district (Region IX (Zamboanga Peninsula) province), Bukidnon, Lanao del Norte districts (Region X (Northern Mindanao) province), North Cotabato, South Cotabato districts (Region XII (Soccsksargen) province), Agusan del Norte district (Region XIII (Caraga) province), Maguindanao district (Autonomous region in Muslim Mindanao (ARMM) province), Region VII (Central Visayas), Region XI (Davao Region) provinces",Moderate,6,262884,0.262884,0,1680000.0,0.00168
2013-0430-PHL,Tropical storm Nari (SAnti),2013,10.0,2010s,Post-2010,Luzon,"Nueva Vizcaya district (Region II (Cagayan Valley) province), Pangasinan district (Region I (Ilocos region) province), Region III (Central Luzon) province",Severe,20,871755,0.871755,0,96723000.0,0.096723
2013-0433-PHL,Typhoon Haiyan (Yolanda),2013,11.0,2010s,Post-2010,Visayas,"Samar, Leyte districts (Region VIII (Eastern Visayas) province), Cebu district (Region VII (Central Visayas) province), Iloilo, Capiz, Aklan districts (Region VI (Western Visayas) province), Palawan district (Region IV (Southern Tagalog) province)",Catastrophic,7354,16106870,16.10687,0,10000000000.0,10.0
2013-0437-PHL,Typhoon Krosa (Vinta),2013,10.0,2010s,Post-2010,Luzon,"Ilocos Norte district (Region I (Ilocos region) province), Cagayan district (Region II (Cagayan Valley) province), Apayao district (Cordillera Administrative region (CAR) province)",Moderate,4,220443,0.220443,0,4729000.0,0.004729
2014-0020-PHL,Tropical Depression Agaton ( (Lingling),2014,1.0,2010s,Post-2010,Mindanao,"North Cotabato, South Cotabato districts (Region XII (Soccsksargen) province), Autonomous region in Muslim Mindanao (ARMM), Region X (Northern Mindanao), Region XI (Davao Region), Region XIII (Caraga) provinces",Catastrophic,79,1148707,1.148707,0,12591000.0,0.012591
2014-0055-PHL,Topical storm Basyang (Kajiki),2014,1.0,2010s,Post-2010,Mindanao,"Antique, Negros Occidental districts (Region VI (Western Visayas) province), Cebu (Region VII (Central Visayas) province), Biliran, Leyte, Southern Leyte districts (Region VIII (Eastern Visayas) province), Agusan del Norte, Dinagat, Surigao del Norte districts (Region XIII (Caraga) province)",Minor,6,47740,0.04774,0,3200000.0,0.0032
2014-0227-PHL,Typhoon Rammasun (Glenda),2014,7.0,2010s,Post-2010,Visayas,"National Capital region (NCR), Region III (Central Luzon), Region IV-A (Calabarzon), Region IV (Southern Tagalog), Region V (Bicol region), Region VIII (Eastern Visayas) provinces",Catastrophic,111,4654966,4.654966,0,820576000.0,0.820576
2014-0240-PHL,Typhoon Henry (Matmo),2014,7.0,2010s,Post-2010,Unspecified,"Region II, Region IV-A, Region IV provinces",Minor,2,683,0.000683,0,0.0,0.0
2014-0330-PHL,Tropical strom Fung-Wong (Mario),2014,9.0,2010s,Post-2010,Luzon,"Dagupan, Lingayen areas (Pangasinan district, Region I (Ilocos region) province), Pampanga district (Region III (Central Luzon) province), Metropolitan Manila district (National Capital region (NCR) province)",Catastrophic,22,2052157,2.052157,0,75783000.0,0.075783
2014-0390-PHL,Typhoon Kalmaegi (Luis),2014,9.0,2010s,Post-2010,Visayas,"Ilocos Norte, La Union, Pangasinan districts (Region I (Ilocos region) province), Cagayan, Isabela, Nueva Vizcaya districts (Region II (Cagayan Valley) province), Negros Occidental district (Region VI (Western Visayas) province), Rizal district (Region IV-A (Calabarzon) province), Apayao, Benguet, Kalinga districts (Cordillera Administrative region (CAR) province), National Capital region (NCR), Region III (Central Luzon) provinces",Moderate,4,431086,0.431086,0,19183000.0,0.019183
2014-0474-PHL,Tropical storm 'Sinlaku' (Queenie),2014,11.0,2010s,Post-2010,Mindanao,"Palawan district (Region IV (Southern Tagalog) province), Negros Occidental district (Region VI (Western Visayas) province), Bohol, Cebu, Negros Oriental districts (Region VII (Central Visayas) province), Southern Leyte district (Region VIII (Eastern Visayas) province), Misamis Occidental, Misamis Oriental districts (Region X (Northern Mindanao) province), Davao del Sur district (Region XI (Davao Region) province), Dinagat, Surigao del Norte, Surigao del Sur districts (Region XIII (Caraga) province)",Minor,12,4695,0.004695,0,0.0,0.0
2014-0479-PHL,Typhoon 'Hagupit' (Ruby),2014,12.0,2010s,Post-2010,Mindanao,"Bataan district (Region III (Central Luzon) province), Agusan Del Norte, Agusan Del Sur, Surigao Del Sur, Surigao Del Norte districts (Region XIII (Caraga) province), National Capital region (NCR), Region IV (Southern Tagalog), Region IV-A (Calabarzon), Region V (Bicol region), Region VI (Western Visayas), Region VII (Central Visayas), Region VIII (Eastern Visayas) provinces",Catastrophic,18,4150400,4.1504,0,113878000.0,0.113878
2014-0497-PHL,Tropical storm 'Jangmi' (Seniang),2014,12.0,2010s,Post-2010,Mindanao,"Palawan district (Region IV (Southern Tagalog) province), Antique, Capiz, Negros Occidental districts (Region VI (Western Visayas) province), Bohol, Cebu, Siquijor districts (Region VII (Central Visayas) province), Leyte, Samar, Southern Leyte districts (Region VIII (Eastern Visayas) province), Zamboanga Del Sur district (Region IX (Zamboanga Peninsula) province), Bukidnon, Camiguin, Lanao del Norte, Misamis Oriental districts (Region X (Northern Mindanao) province), Compostela, Davao del Norte, Davao Oriental districts (Region XI (Davao Region) province), Region XIII (Caraga) province",Severe,72,578549,0.578549,0,17688000.0,0.017688
2015-0017-PHL,Tropical storm 'Amang' (Mekkhala),2015,1.0,2010s,Post-2010,Visayas,"Albay, Camarines Norte, Catanduanes, Sorsogon districts (Region V (Bicol region) province), Cebu district (Region VII (Central Visayas) province), Eastern Samar, Samar districts (Region VIII (Eastern Visayas) province)",Minor,2,21687,0.021687,0,1000000.0,0.001
2015-0105-PHL,Typhoon' Maysak',2015,4.0,2010s,Post-2010,Luzon,"Isabela district (Region II (Cagayan Valley) province), Aurora district (Region III (Central Luzon) province)",Minor,0,2761,0.002761,0,0.0,0.0
2015-0176-PHL,Typhoon Noul (Dodong),2015,5.0,2010s,Post-2010,Luzon,"Benito Soliven, Dinapigue, Dilvilacan, Maconacon, Palanan areas (Isabela district, Region II (Cagayan Valley) province), Aparri, Buguey, Calayan, Gonzaga, Santa Ana, Santa Teresita areas (Cagayan district, Region II (Cagayan Valley) province)",Minor,2,523,0.000523,0,348000.0,0.000348
2015-0244-PHL,Typhoon Chan-Home,2015,7.0,2010s,Post-2010,Luzon,"Cordillera Administrative region (CAR), Region I (Ilocos region), Region II (Cagayan Valley) provinces",Catastrophic,5,14100,0.0141,3300,1500000000.0,1.5
2015-0278-PHL,Tropical cyclone Linfa (Egay),2015,7.0,2010s,Post-2010,Luzon,"Ilocos Norte, Ilocos Sur, La Union districts (Region I (Ilocos region) province), Palawan district (Region IV (Southern Tagalog) province), Benguet, Abra, Kalinga districts (Cordillera Administrative region (CAR) province)",Minor,0,55567,0.055567,0,2218000.0,0.002218
2015-0339-PHL,Typhoon 'Soudelor' (Hanna),2015,8.0,2010s,Post-2010,Mindanao,"Janiuary area (Iloilo district, Region VI (Western Visayas) province), Valladolid area (Negros Occidental district, Region VI (Western Visayas) province), San Lorenzo area (Guimaras district, Region VI (Western Visayas) province), Bayawan, Siaton areas (Negros Oriental district, Region VII (Central Visayas) province), Kapatagan, Laia, Sapad areas (Lanao Del Norte district, Region X (Northern Mindanao) province)",Minor,0,3843,0.003843,0,0.0,0.0
2015-0371-PHL,Typhoon Goni (Ineng),2015,8.0,2010s,Post-2010,Luzon,"Ilocos Norte, Ilocos Sur districts (Region I (Ilocos region) province), Region II (Cagayan Valley), Cordillera Administrative region (CAR) provinces",Moderate,40,318383,0.318383,0,30299000.0,0.030299
2015-0462-PHL,Typhoon Koppu (Lando),2015,10.0,2010s,Post-2010,Luzon,"Camarines Norte, Catanduanes districts (Region V (Bicol region) province), Cordillera Administrative region (CAR), National Capital region (NCR) province, Region I (Ilocos region), Region II (Cagayan Valley), Region III (Central Luzon), Region IV-A (Calabarzon) provinces",Catastrophic,51,2898590,2.89859,0,210985000.0,0.210985
2015-0490-PHL,Typhoon Mujigae,2015,10.0,2010s,Post-2010,Luzon,"Benguet district (Cordillera Administrative region (CAR) province), La Union, Pangasinan districts (Region I (Ilocos region) province), Aurora, Bulacan, Nueva Ecija districts (Region III (Central Luzon) province)",Minor,2,3500,0.0035,0,1300000.0,0.0013
2015-0543-PHL,Typhoon Melor (Nona),2015,12.0,2010s,Post-2010,Visayas,"Nueva Vizcaya district (Region II (Cagayan Valley) province), Quezon, Batangas districts (Region IV-A (Calabarzon) province), Marinduque, Mindoro Oriental, Mindoro Occidental, Romblon districts (Region IV (Southern Tagalog) province), Catanduanes, Albay, Masbate, Sorsogon districts (Region V (Bicol region) province), Biliran districts (Region VII (Central Visayas) province), Samar, Northern Samar districts (Region VIII (Eastern Visayas) province), Quezon City area (Metropolitan Manila district, National Capital region (NCR) province)",Severe,46,287251,0.287251,0,135217000.0,0.135217
2016-0256-PHL,Typhoon Butchoy (Nepartak),2016,7.0,2010s,Post-2010,Luzon,"Zambales, Battan (Region III); Rizal, Batangas (Region IV)",Minor,2,3359,0.003359,0,0.0,0.0
2016-0342-PHL,Typhoon Ferdie (Meranti),2016,9.0,2010s,Post-2010,Luzon,"Ilocos Norte district (Region I (Ilocos region) province), Batanes, Cagayan districts (Region II (Cagayan valley) province)",Minor,0,16648,0.016648,0,4913000.0,0.004913
2016-0363-PHL,Typhoon Karen (Sarika),2016,10.0,2010s,Post-2010,Luzon,"Pangasinan district (Region I (Ilocos region) province), Nueva Vizcaya, Quirino, Isabela districts (Region II (Cagayan valley) province), Aurora, Bulacan, Nueva Ecija, Zambales districts (Region III (Central Luzon) province), Quezon, Rizal, Laguna, Cavite, Batangas districts (Region IV-A (Calabarzon) province), Albay, Catanduanes, Camarines Sur, Camarines Norte, Sorsogon districts (Region V (Bicol region) province)",Minor,0,52270,0.05227,0,11490000.0,0.01149
2016-0364-PHL,Typhoon Lawin (Haima),2016,10.0,2010s,Post-2010,Luzon,"Ilocos Norte, Ilocos Sur, La Union, Pangasinan districts (Region I (Ilocos region) province), Cagayan, Isabela, Nueva Vizcaya, Quirino districts (Region II (Cagayan valley) province), Aurora, Bataan, Bulacan, Nueva Ecija, Pampanga, Tarlac, Zambales districts (Region III (Central Luzon) province), Batangas, Quezon, Rizal districts (Regio IV-A (Calabarzon) province), Camarines Norte, Sorgoson (Region V (Bicol region) province)), Abra, Apayao, Benguet, Ifugao, Kalinga, Mountain province (Cordillera Administrative region (CAR))",Severe,8,981154,0.981154,0,50690000.0,0.05069
2016-0456-PHL,Tropical storm Marce (Tokage),2016,11.0,2010s,Post-2010,Mindanao,"Romblon, Mindoro Oriental (Region IV (Southern Tagalog) province), Antique, Capiz, Aklan, Iloilo (Region VI (Western Visayas) province), Leyte (Region VIII (Eastern Visayas) province), Surigao del Sur, Surigao del Norte, Dinagat (Region XIII (Caraga) province)",Minor,0,14309,0.014309,0,0.0,0.0
2016-0490-PHL,Typhoon Helen (Megi),2016,9.0,2010s,Post-2010,Luzon,"Meycauayan city, Marilao, Sta. Maria (Bulacan province)",Minor,0,1559,0.001559,0,0.0,0.0
2016-0503-PHL,Typhoon 'Nina' (Nock-Ten),2016,12.0,2010s,Post-2010,Visayas,"Batangas, Cavite, Laguna, Quezon, Rizal (Calabarzon); Mariduque, Mindoro Occidental (Mimaropa); Albay, Camarines Norte, Camarines Sur, Catanduanes , Masbate, Sorsogon (Region V, Bicol region); Northern Samar (Region VIII, Eastern Visayas)",Catastrophic,24,1893404,1.893404,0,103661000.0,0.103661
2017-0142-PHL,Tropical depression 02W (Crising),2017,4.0,2010s,Post-2010,Visayas,"Cebu Isl. (Carmen, Danao City)",Minor,10,860,0.00086,0,2000000.0,0.002
2017-0326-PHL,Typhoon Nesat & Haitang,2017,7.0,2010s,Post-2010,Luzon,"National Capital Region (Valenzuela, Quezon, Manila, Malabon, Paranaque, Makati), Ilocos (Pangasinan, La Union, Ilocos Norte, Ilocos Sur), Central Luzon (Balagtas, Meycauayan, Marilao-Bulacan, MacabebeBrgy. Sto. Rosario - City of San Fernando -Pampanga), Calabarzon (Cavite, Rizal), Cordillera Administrative Region (CAR) (Benguet, Baguio city, Abra,Mt Province, Ifugao)",Minor,0,7339,0.007339,0,174920.0,0.00017492
2017-0406-PHL,Typhoon 'Doksuri',2017,9.0,2010s,Post-2010,Luzon,"Central Luzon, Calabarzon (Laguna, Quezon, Cavite, Rizal), the National Capital region (Metro Manila)",Moderate,26,9110,0.00911,1645,5300000.0,0.0053
2017-0422-PHL,Typhoon 'Damrey' / 'Ramil',2017,11.0,2010s,Post-2010,Luzon,"southern Luzon: Batangas (San Juan town), Palawan (Busuanga town), Camarines Sur (Barangay Sibaguan near Sagnay town, Lagonoy), Albay, Camarines Norte (Vinzons, Mercedes), Oriental Mindoro (Calapan city), Laguna - Calabarzon, Mimaropa, and Bicol Regions",Minor,6,305,0.000305,0,0.0,0.0
2017-0432-PHL,Typhoon 'Lan'/'Paolo',2017,10.0,2010s,Post-2010,Mindanao,"Mimaropa (Puerto Princesa City, Palawan), Western Visayas (Negros occidental), Central Visayas (Negros oriental, Siquijor), Zamboanga peninsula (Zamboanga city, Zamboanga del Norte, Zamboanga del Sur, Zamboanga del Sibugay), Caraga (Agusan del Norte), the Autonomous Region of Muslim Mindanao (Maguindanao), Soccksargen (Sultan Kudarat) regions",Moderate,9,163349,0.163349,0,3400000.0,0.0034
2017-0485-PHL,Tropical storm 'Pakhar'/'Jolina',2017,8.0,2010s,Post-2010,Luzon,"Ilocos, Cagayan Valley, Central Luzon, Cordillera Regions",Minor,0,3400,0.0034,0,0.0,0.0
2018-0004-PHL,Agaton (01W),2018,1.0,2010s,Post-2010,Mindanao,"Aklan, Capiz (Region VI); Bohol, Cebu (Region VII); Camiguin, Lanao del NOrte, Misamis Oriental (Region X); Agusan del NOrte, Dinagat Isl., Surigao del Norte , Surigao del Sur (Caraga)",Minor,3,83917,0.083917,0,12292000.0,0.012292
2018-0044-PHL,Tropical storm 'Basyang' (Sanba),2018,2.0,2010s,Post-2010,Mindanao,"Palawan (Mimaropa); Capiz, Iloilo, Negros occidental (Region IV - Western Visayas); Bohol, Cebu, Negros Oriental, Siquijor (Region VII - Central Visayas); Biliran, Eastern Samar, Leyte, Samar, Southern Leyte (Region VII - Eastern Visayas); Agusan del Norte, Dinagat Isl., Surigao del Norte, Surigao del Sur (REgion XIII - Caraga)",Moderate,0,254859,0.254859,0,3070000.0,0.00307
2018-0227-PHL,Tyhoon 'Son Tinh',2018,7.0,2010s,Post-2010,Unspecified,,Catastrophic,16,2231101,2.231101,0,88000000.0,0.088
2018-0341-PHL,Typhoon Mangkut (Ompong),2018,9.0,2010s,Post-2010,Luzon,"Apayao, Benguet, Cagayan, Kalinga, Isabela, Abra, Ilocos Norte and Ilocos Sur",Catastrophic,84,3800138,3.800138,0,32033000.0,0.032033
2018-0347-PHL,Tropical Storm Yagi,2018,9.0,2010s,Post-2010,Luzon,"I, III, CAR, NCR, and CALABARZON",Catastrophic,5,1709511,1.709511,0,19000000.0,0.019
2018-0399-PHL,Typhoon 'Yutu' (Rosita),2018,10.0,2010s,Post-2010,Visayas,"Ilocos norte, Ilocos Sur, la Union, Pangasinan (Region 1 - Ilocos); Cagayan, Isabela, Nueva Vizcaya, Quirino (Region II - Cagayan Valley); Aurora, Nueva Ecija, Tarlac, Zambales (Region III - Central Luzon); Northern Samar (REgion VIII - Eastern Visayas); Abra, Apayao, Benguet, Ifugao, Kalinga, Mountain province (CAR)",Severe,12,253300,0.2533,0,305000000.0,0.305
2018-0455-PHL,Tropical depression 'Usman',2018,12.0,2010s,Post-2010,Visayas,"Regions IV-A (Calabarzon), IV-B (Mimaropa), V (Bicol), and VIII (Eastern Visayas)",Catastrophic,182,1016063,1.016063,0,106753000.0,0.106753
2019-0021-PHL,Tropical depression 'Amang' (01W),2019,1.0,2010s,Post-2010,Mindanao,"Agusan del Norte, Agisan del Sur, Dinaga Isl., Surigao del Norte, Surigao del Sur (Region XIII - Caraga)",Minor,0,13160,0.01316,0,0.0,0.0
2019-0349-PHL,Tropical cyclone 'Danas',2019,7.0,2010s,Post-2010,Luzon,"Cordillera Administrative Region, Ilocos, Cagayan Valley",Severe,4,2000,0.002,0,377440000.0,0.37744
2019-0434-PHL,Tropical cyclone 'Podul',2019,8.0,2010s,Post-2010,Luzon,Aurora Province,Minor,2,61502,0.061502,0,0.0,0.0
2019-0541-PHL,Tropical cyclone 'Kalmaegi' (Ramon),2019,11.0,2010s,Post-2010,Luzon,"Romblon Province (Mimaropa region), Camarines Sur Province (Bicol Region)",Minor,0,3000,0.003,0,0.0,0.0
2019-0549-PHL,Tropical cyclone 'Nakri',2019,11.0,2010s,Post-2010,Luzon,"Cagayan province, north Luzon Island",Moderate,19,673,0.000673,0,36000000.0,0.036
