disaster_id,storm_name_clean,year,month,decade,era,region,location,intensity_category,deaths,affected,affected_millions,displaced,damage_usd,damage_billions
1998-0296-PHL,Vicky and Todd (Emang and Gading),1998,9.0,1990s,Pre-2010,Visayas,"North and Central Luzon Isl., cordillera Autonomous Region, central Visayas Isl., National Capital Region",Catastrophic,118,1749436,1.749436,0,87038000.0,0.087038
1998-0309-PHL,Zeb (Iliang),1998,10.0,1990s,Pre-2010,Unspecified,Town Of Tabuk Level 2 = Kalinga-Apayao (from GENAME),Catastrophic,75,1344619,1.344619,0,50000000.0,0.05
1998-0314-PHL,Babs (Loleng),1998,10.0,1990s,Pre-2010,Unspecified,Albay,Catastrophic,332,3902424,3.902424,0,71000000.0,0.071
1998-0404-PHL,Faith (Norming),1998,12.0,1990s,Pre-2010,Visayas,"E and W Samar, Cagayan, Pampanga, Bulacan, Isabela, Quenzon, W Mindoro, Palawan, Masbate, Albay, Sorsogon, Catanduanes, Aklan, Capiz, Antique, Iloilo, Leyte",Moderate,69,326520,0.32652,0,27399000.0,0.027399
1999-0390-PHL,Dan (Pepang),1999,10.0,1990s,Pre-2010,Luzon,"Provinces Of Cagayan, Ilocos, Sur, Pangasinan, La Union",Minor,7,41933,0.041933,4711,1800000.0,0.0018
2000-0257-PHL,Biring,2000,5.0,2000s,Pre-2010,Luzon,"National Capital region (NCR), Region III (Central Luzon) provinces",Moderate,12,235889,0.235889,0,1201000.0,0.001201
2000-0396-PHL,Kirogi,2000,7.0,2000s,Pre-2010,Luzon,National Capital region (NCR) province,Moderate,11,120000,0.12,120000,7500000.0,0.0075
2000-0397-PHL,Kai-Tak (Edeng),2000,7.0,2000s,Pre-2010,Visayas,"Caloocan, Manioma, Quezon cities (Metropolitan Manila district, National Capital region (NCR) province), Mindoro Oriental district (Region IV (Southern Tagalog) province), Cavite, Rizal districts (Region IV-A (Calabarzon) province), Iloilo, Negros Occidental districts (Region VI (Western Visayas) province), Region I (Ilocos region), Region III (Central Luzon) provinces",Catastrophic,75,1483321,1.483321,0,25763000.0,0.025763
2000-0706-PHL,Xangsane (Reming),2000,10.0,2000s,Pre-2010,Visayas,"Cavite district (Region IV-A (Calabarzon) province), Sorsogon, Catanduanes, Albay districts (Region V (Bicol region) province), Metropolitan Manila district (National Capital region (NCR) province), Samar districts (Region VIII (Eastern Visayas) province)",Catastrophic,154,2436256,2.436256,0,17000000.0,0.017
2000-0715-PHL,Bebinca (Seniang),2000,11.0,2000s,Pre-2010,Luzon,"Metropolitan Manila district (National Capital region (NCR) province), Rizal, Laguna districts (Region IV-A (Calabarzon) province), Cagayan, Nueva Vizcaya districts (Region II (Cagayan Valley) province)",Catastrophic,94,1747872,1.747872,0,31000000.0,0.031
2000-0788-PHL,Rumbia (Toyang),2000,11.0,2000s,Pre-2010,Mindanao,"Autonomous region in Muslim Mindanao (ARMM), Region VI (Western Visayas), Region VII (Central Visayas), Region VIII (Eastern Visayas), Region IX (Zamboanga Peninsula), Region X (Northern Mindanao), Region XI (Davao Region), Region XII (Soccsksargen), Region XIII (Caraga) provinces Central Philippines",Moderate,48,164093,0.164093,0,1000000.0,0.001
2001-0054-PHL,Auring,2001,2.0,2000s,Pre-2010,Mindanao,"Region VI (Western Visayas), Region VII (Central Visayas), Region VIII (Eastern Visayas), Autonomous region in Muslim Mindanao (ARMM), Region IX (Zamboanga Peninsula), Region X (Northern Mindanao), Region XI (Davao Region), Region XII (Soccsksargen), Region XIII (Caraga) provinces",Moderate,55,100084,0.100084,100000,6000000.0,0.006
2001-0319-PHL,Utor (Feria),2001,7.0,2000s,Pre-2010,Visayas,"Region I (Ilocos region), Region II (Cagayan Valley), Region III (Central Luzon), Region IV (Southern Tagalog), Region VIII (Eastern Visayas), Cordillera Administrative region (CAR), National Capital region (NCR) provinces",Catastrophic,232,1902654,1.902654,0,68565000.0,0.068565
2001-0614-PHL,Lingling (Nanang),2001,11.0,2000s,Pre-2010,Mindanao,"Camiguin, Misamis Oriental districts (Region X (Northern Mindanao) province)",Catastrophic,290,1060147,1.060147,0,22700000.0,0.0227
2001-0758-PHL,Kajiki (Quedan),2001,12.0,2000s,Pre-2010,Visayas,"Cebu district (Region VII (Central Visayas) province), Leyte district (Region VIII (Eastern Visayas) province)",Minor,6,54840,0.05484,0,96000.0,9.6e-05
2002-0408-PHL,Chata'an,2002,7.0,2000s,Pre-2010,Luzon,National Capital region (NCR) province,Severe,33,700041,0.700041,0,1000000.0,0.001
2002-0423-PHL,Halong (Anday),2002,7.0,2000s,Pre-2010,Luzon,"Cordillera Administrative region (CAR), National Capital region (NCR), Region I (Ilocos region), Region II (Cagayan Valley), Region III (Central Luzon), Region IV (Southern Tagalog), Region IV-A (Calabarzon), Region V (Bicol region) provinces",Moderate,62,11000,0.011,0,5664000.0,0.005664
2002-0528-PHL,Rammasun (Florita),2002,6.0,2000s,Pre-2010,Luzon,National Capital region (NCR) province,Minor,7,3000,0.003,3000,0.0,0.0
2003-0258-PHL,Linfa (Chedeng),2003,5.0,2000s,Pre-2010,Visayas,"Benguet district (Cordillera Administrative region (CAR) province), Bataan, Bulacan, Zambales districts (Region III (Central Luzon) province), Mindoro Occidental, Romblon districts (Region IV (Southern Tagalog) province), Batangas, Cavite, Rizal districts (Region IV-A (Calabarzon) province), Iloilo district (Region VI (Western Visayas) province), National Capital region (NCR), Region I (Ilocos region) provinces",Moderate,51,13909,0.013909,2548,4000000.0,0.004
2003-0290-PHL,Soudelor (Egay),2003,6.0,2000s,Pre-2010,Visayas,"Sorsogon, Albay, Catanduanes, Camarines Sur districts (Region V (Bicol region) province), Biliran, Leyte districts (Region VIII (Eastern Visayas) province)",Moderate,13,127130,0.12713,80655,2455000.0,0.002455
2003-0346-PHL,Imbudo,2003,7.0,2000s,Pre-2010,Mindanao,"Maguindanao district (Autonomous region in Muslim Mindanao (ARMM) province), North Cotabato, Sultan Kudarat districts (Region XII (Soccsksargen) province), Isabela district (Region II (Cagayan Valley) province), Ilocos Norte district (Region I (Ilocos region) province), Romblon district (Region IV (Southern Tagalog) province)",Moderate,21,14280,0.01428,0,26468000.0,0.026468
2003-0822-PHL,Gilas (Koni),2003,7.0,2000s,Pre-2010,Visayas,"Region IV (Southern Tagalog), Region VIII (Eastern Visayas) provinces",Moderate,8,116602,0.116602,0,1499000.0,0.001499
2003-0823-PHL,Ineng,2003,7.0,2000s,Pre-2010,Mindanao,"Region V (Bicol region), Region VIII (Eastern Visayas), Region X (Northern Mindanao) provinces",Minor,0,3748,0.003748,0,146000.0,0.000146
2003-0824-PHL,Kabayan,2003,8.0,2000s,Pre-2010,Luzon,Region III (Central Luzon) province,Moderate,0,155147,0.155147,0,661000.0,0.000661
2004-0218-PHL,Nida (Dindo/04W),2004,5.0,2000s,Pre-2010,Luzon,Region V (Bicol region) province,Moderate,31,714,0.000714,700,1000000.0,0.001
2004-0309-PHL,Mindulle (Igme/10W),2004,6.0,2000s,Pre-2010,Mindanao,"Cagayan district (Region II (Cagayan Valley) province), Ilocos Norte, La Union districts (Region I (Ilocos region) province), Autonomous region in Muslim Mindanao (ARMM), Region IX (Zamboanga Peninsula), Region X (Northern Mindanao), Region XI (Davao Region), Region XII (Soccsksargen), Region XIII (Caraga) provinces",Moderate,28,385012,0.385012,0,19667000.0,0.019667
2004-0435-PHL,Aere (Marce/20W),2004,8.0,2000s,Pre-2010,Luzon,"Benguet, Ifugao districts (Cordillera Administrative region (CAR) province), La Union, Pangasinan districts (Region I (Ilocos region) province), Nueva Vizcaya district (Region II (Cagayan Valley) province), Bataan, Bulacan, Nueva Ecija, Pampanga, Tarlac, Zambales districts (Region III (Central Luzon) province), Rizal district (Region IV-A (Calabarzon) province)",Catastrophic,35,1058849,1.058849,0,0.0,0.0
2004-0580-PHL,Muifa (Unding/29W),2004,11.0,2000s,Pre-2010,Luzon,"Mindoro Occidental, Mindoro Oriental districts (Region IV (Southern Tagalog) province), Region IV-A (Calabarzon), Region V (Bicol region) provinces",Severe,104,838674,0.838674,0,6000000.0,0.006
2004-0602-PHL,Merbok (Violeta),2004,11.0,2000s,Pre-2010,Luzon,Aurora district (Region III (Central Luzon) province),Moderate,29,2014,0.002014,2000,0.0,0.0
2004-0609-PHL,Winnie,2004,11.0,2000s,Pre-2010,Luzon,"Real, Infanta, General Nakar areas (Quezon district, Region IV-A (Calabarzon) province), Isabela district (Region II (Cagayan Valley) province), Bulacan, Nueva Ecija, Aurora districts (Region III (Central Luzon) province), Rizal district (Region IV-A (Calabarzon) province), Camarines Sur district (Region V (Bicol region) province)",Catastrophic,1619,881023,0.881023,0,78200000.0,0.0782
2004-0618-PHL,Nanmadol (Yoyong/30W),2004,11.0,2000s,Pre-2010,Luzon,Region V (Bicol region) province,Moderate,8,70488,0.070488,0,34000000.0,0.034
2005-0120-PHL,Roke (Auring/02W),2005,3.0,2000s,Pre-2010,Visayas,Leyte district (Region VIII (Eastern Visayas) province),Minor,18,11,1.1e-05,0,0.0,0.0
2005-0540-PHL,Damrey,2005,9.0,2000s,Pre-2010,Luzon,"Cordillera Administrative region (CAR), National Capital region (NCR), Region I (Ilocos region), Region II (Cagayan Valley), Region III (Central Luzon), Region IV (Southern Tagalog), Region IV-A (Calabarzon), Region V (Bicol region) provinces",Minor,16,20000,0.02,0,2000000.0,0.002
2006-0251-PHL,Chanchu (Caloy),2006,5.0,2000s,Pre-2010,Visayas,"Region IV (Southern Tagalog), Region V (Bicol region), Region VI (Western Visayas), Region VII (Central Visayas), Region VIII (Eastern Visayas) provinces",Moderate,41,42000,0.042,0,3328000.0,0.003328
2006-0362-PHL,Bilis,2006,7.0,2000s,Pre-2010,Luzon,"Cordillera Administrative region (CAR), Region I (Ilocos region), Region II (Cagayan Valley) provinces",Moderate,37,51680,0.05168,0,3000000.0,0.003
2006-0388-PHL,Kaemi,2006,7.0,2000s,Pre-2010,Luzon,Region III (Central Luzon) province,Moderate,4,200355,0.200355,0,471000.0,0.000471
2006-0410-PHL,Typhoon 'Prapiroon' (Henry/T0606),2006,8.0,2000s,Pre-2010,Luzon,Quirino district (Region II (Cagayan Valley) province),Severe,6,15000,0.015,0,135000000.0,0.135
2006-0415-PHL,Henry,2006,6.0,2000s,Pre-2010,Luzon,"Tarlac, Zambales, Nueva Ecija districts (Region III (Central Luzon) provinces)",Moderate,8,476027,0.476027,0,645000.0,0.000645
2006-0517-PHL,Xangsane (Milenyo),2006,9.0,2000s,Pre-2010,Visayas,"Cordillera Administrative region (CAR), National Capital region (NCR), Region I (Ilocos region), Region II (Cagayan Valley), Region III (Central Luzon), Region IV (Southern Tagalog), Region IV-A (Calabarzon), Region V (Bicol region), Region VI (Western Visayas) provinces",Catastrophic,228,3842406,3.842406,0,113000000.0,0.113
2006-0600-PHL,Cimaron (Paeng),2006,10.0,2000s,Pre-2010,Luzon,"Cagayan, Quirino, Isabela, Nueva Vizcaya districts (Region II (Cagayan Valley) province), Benguet, Kalinga districts (Cordillera Administrative region (CAR) province), Aurora district (Region III (Central Luzon) province), La Union district (Region I (Ilocos region) province)",Moderate,34,283021,0.283021,0,9077000.0,0.009077
2006-0610-PHL,Queenie (Chebi),2006,11.0,2000s,Pre-2010,Luzon,"Isabela district (Region II (Cagayan Valley) province), Aurora, Nueva Ecija districts (Region III (Central Luzon) province)",Minor,6,21260,0.02126,0,0.0,0.0
2006-0648-PHL,Durian (Reming),2006,11.0,2000s,Pre-2010,Luzon,"Albay, Catanduanes, Camarines Norte, Camarines Sur, Sorsogon districts (Region V (Bicol region) province), Mindoro Occidental, Mindoro Oriental, Marinduque districts (Region IV (Southern Tagalog) province), Batangas, Laguna districts (Region IV-A (Calabarzon) province)",Catastrophic,1399,2562517,2.562517,0,66400000.0,0.0664
2006-0667-PHL,Utor (Seniang),2006,12.0,2000s,Pre-2010,Visayas,"Region IV (Southern Tagalog), Region V (Bicol region), Region VI (Western Visayas), Region VII (Central Visayas), Region VIII (Eastern Visayas) provinces",Moderate,42,327542,0.327542,0,0.0,0.0
2007-0346-PHL,Chedeng and Dodong,2007,8.0,2000s,Pre-2010,Luzon,"National Capital region (NCR), Region III (Central Luzon) provinces",Severe,7,921462,0.921462,0,492000.0,0.000492
2007-0380-PHL,Sepat,2007,8.0,2000s,Pre-2010,Luzon,"Region III (Central Luzon), Region IV-A (Calabarzon), Region V (Bicol region) provinces",Moderate,3,380000,0.38,0,492000.0,0.000492
2007-0457-PHL,Wipha/Goring,2007,9.0,2000s,Pre-2010,Visayas,Negros Occidental district (Region VI (Western Visayas) province),Minor,2,30000,0.03,0,0.0,0.0
2007-0463-PHL,Lekima (Hanna),2007,9.0,2000s,Pre-2010,Unspecified,"Ifugao, Kalinga districts (Cordillera Administrative region (CAR) province)",Minor,8,2000,0.002,0,0.0,0.0
2007-0560-PHL,Kabayan (Peipah),2007,11.0,2000s,Pre-2010,Luzon,"Isabela, Cagayan districts (Region II (Cagayan Valley) province)",Minor,8,33884,0.033884,0,2971000.0,0.002971
2007-0576-PHL,Mitag (Mina) (23),2007,11.0,2000s,Pre-2010,Luzon,"Isabela district (Region II (Cagayan Valley) province), Camarines Sur, Camarines Norte districts (Region V (Bicol region) province)",Moderate,29,443115,0.443115,0,5000000.0,0.005
2007-0578-PHL,Hagibis (Lando) (24),2007,11.0,2000s,Pre-2010,Mindanao,"Region VII (Central Visayas), Region X (Northern Mindanao) provinces",Moderate,20,35333,0.035333,0,1000000.0,0.001
2007-0668-PHL,Goring,2007,9.0,2000s,Pre-2010,Mindanao,"Region IV (Southern Tagalog), Region VI (Western Visayas), Region VII (Central Visayas), Region VIII (Eastern Visayas), Autonomous region in Muslim Mindanao (ARMM), Region IX (Zamboanga Peninsula), Region X (Northern Mindanao), Region XI (Davao Region), Region XII (Soccsksargen), Region XIII (Caraga) provinces",Minor,1,64000,0.064,0,0.0,0.0
2008-0155-PHL,"Typhoon ""Neoguri"" (Ambo)",2008,4.0,2000s,Pre-2010,Mindanao,"Autonomous region in Muslim Mindanao (ARMM), Region IX (Zamboanga Peninsula), Region X (Northern Mindanao), Region XI (Davao Region), Region XII (Soccsksargen), Region XIII (Caraga) provinces",Minor,1,0,0.0,0,16000000.0,0.016
2008-0197-PHL,Halong (Cosme),2008,5.0,2000s,Pre-2010,Luzon,"Pangasinan, La Union districts (Region I (Ilocos region) province), Zambales district (Region III (Central Luzon) province)",Catastrophic,64,1496668,1.496668,0,99174000.0,0.099174
2008-0249-PHL,Typhoon Fengshen (Franck),2008,6.0,2000s,Pre-2010,Mindanao,"Aklan, Antique, Capiz, Iloilo, Negros Occidental districts (Region VI (Western Visayas) province), Cebu district (Region VII (Central Visayas) province), Leyte, Eastern Samar, Samar districts (Region VIII (Eastern Visayas) province), Marinduque, Mindoro Oriental, Romblon districts (Region IV (Southern Tagalog) province), Masbate district (Region V (Bicol region) province), North Cotabato, South Cotabato districts (Region XII (Soccsksargen) province)",Catastrophic,644,4785460,4.78546,0,284694000.0,0.284694
2008-0292-PHL,"Tropical Storm ""Fung-Wong"" (Igme)",2008,7.0,2000s,Pre-2010,Luzon,"Piddig, Pasuquin areas (Metropolitan Manila district, National Capital region (NCR) province), Ilocos Norte, Ilocos Sur districts (Region I (Ilocos region) province), Abra district (Cordillera Administrative region (CAR) province)",Minor,10,22081,0.022081,0,40000.0,4e-05
2008-0329-PHL,"Tropical storm ""Kammuri"" (Julian)",2008,8.0,2000s,Pre-2010,Luzon,"Quezon city (Metropolitan Manila district, National Capital region (NCR) province), Cordillera Administrative region (CAR), Region I (Ilocos region), Region III (Central Luzon) provinces",Minor,2,4498,0.004498,0,0.0,0.0
2008-0369-PHL,"Tropical storm ""Nuri"" (Karen)",2008,8.0,2000s,Pre-2010,Luzon,"Region I (Ilocos region), Region II (Cagayan Valley), Cordillera Administrative region (CAR) provinces",Moderate,38,429463,0.429463,0,33870000.0,0.03387
2008-0426-PHL,"Typhoon ""Hagupit"" (Nina)",2008,9.0,2000s,Pre-2010,Unspecified,"Itogon area (Benguet district, Cordillera Administrative region (CAR) province)",Moderate,37,46132,0.046132,4485,7420000.0,0.00742
2008-0540-PHL,"Tropical Storm ""Maysak"" (Quinta-Sony)",2008,11.0,2000s,Pre-2010,Visayas,"Region IV (Southern Tagalog), Region V (Bicol region), Region VI (Western Visayas), Region VII (Central Visayas), Region VIII (Eastern Visayas) provinces",Minor,19,474,0.000474,160,0.0,0.0
2008-0609-PHL,"TYphoon ""Rammasun"" (Butchoy)",2008,5.0,2000s,Pre-2010,Unspecified,"Lambayong, Esperanza areas (Sultan Kudarat district, Region XII (Soccsksargen) province)",Minor,1,8390,0.00839,0,280000.0,0.00028
2008-0621-PHL,"Typhoon ""Helen""",2008,7.0,2000s,Pre-2010,Luzon,"Nueva Era, Paoay, San Nicolas, Bangui, Batac city, Dingras, Pasuquin, Marcos, Piddig, Laoag city, Bacarra, Sarrat, Currimao, Pagudpud areas (Ilocos Norte district, Region I (Ilocos region) province), Luna area (La Union district, Region I (Ilocos region) province), Santa Terisita area (Cagayan district, Region II (Cagayan Valley) province)",Minor,2,31130,0.03113,0,147000.0,0.000147
2008-0623-PHL,"TRopical storm ""Higos"" (Pablo)",2008,9.0,2000s,Pre-2010,Luzon,"Nueva Ecija, Pampanga districts (Region III (Central Luzon) province)",Minor,1,27683,0.027683,0,0.0,0.0
2009-0165-PHL,"Typhoon ""Emong"" (Chanom)",2009,5.0,2000s,Pre-2010,Luzon,"Aringay, Agoo, Bacnotan, Bagulin, Bauang, Burgos, Caba, Naguillian Pugo, Rosario, San Gabriel, San Juan, Sto Thomas, Tubao, San Fernando areas (La Union district, Region I (Ilocos region) province), Anda, Agno, Bani, Bolinao, Dasol, Infanta, Lingayan, Mabini, Sta Barbara, Sual, Alaminos city, Dagupan areas (Pangasinan district, Region I (Ilocos region) province), Ambaguio, Bagabag, Bambang, Bayombong, Dupax del Sur, Solano, Sta Fe areas (Nueva Vizcaya district, Region II (Cagayan Valley) province), Aurora, Cabaruan, Cordon, Delfin Albano, Ilagan, Luna, Quirino, Ramon, Reina Mercedes, Cauayan city, Santiago areas (Isabela district, Region II (Cagayan Valley) province), Cabarroguis, Saguiday areas (Quirino district, Region II (Cagayan Valley) province), Rizal area (Cagayan district, Region II (Cagayan Valley) province), Sta Cruz, Olongapo areas (Zambales district, Region III (Central Luzon) province), Guagua area (Pampanga district, Region III (Central Luzon) province), Kiangan, Asipulo, Lamut, Lagawe, Hingyon, Hungduan, Tinoc, Aguinaldo, Alfonso Lista areas (Ifugao district, Cordillera Administrative region (CAR) province), Pinukpuk, Lubuagan areas (Kalinga district, Cordillera Administrative region (CAR) province), Baguio city (Benguet district, Cordillera Administrative region (CAR) province)",Moderate,77,401007,0.401007,0,30342000.0,0.030342
2009-0174-PHL,"Typhhon ""Dante"" (Kujira)",2009,4.0,2000s,Pre-2010,Luzon,Region V (Bicol region) province,Moderate,29,383465,0.383465,0,25810000.0,0.02581
2009-0239-PHL,"Topical Storm ""Feria"" (Nangka)",2009,7.0,2000s,Pre-2010,Visayas,"Metropolitan Manila district (National Capital region (NCR) province), Pampanga district (Region III (Central Luzon) province), Batangas, Cavite, Quezon districts (Region IV-A (Calabarzon) province), Romblon, Mindoro Oriental, Mindoro Occidental, Marinduque districts (Region IV (Southern Tagalog) province), Albay, Camarines Sur, Masbate districts (Region V (Bicol region) province), Antique district (Region VI (Western Visayas) province), Cebu district (Region VII (Central Visayas) province), Region VIII (Eastern Visayas) province",Moderate,16,110405,0.110405,0,4281000.0,0.004281
2009-0265-PHL,"Tropical Storm ""Isang"" (Molave)",2009,7.0,2000s,Pre-2010,Luzon,"Dingras, Nueva Era, Paoay, Batac, Adams, Pinili, Piddig, San Nicolas, Banna, Marcos, Solsona, Sarrat, Pasuqion areas (Ilocos Norte district, Region I (Ilocos region) province), Naic, Kawit, Noveleta, Bacoor, Cavite areas (Cavite district, Region IV-A (Calabarzon) province), San Mateo, Rodriguez areas (Rizal district, Region IV-A (Calabarzon) province), Passig, Las Pinas, Marikina, Quezon, Taguig areas (Metropolitan Manila district, National Capital region (NCR) province)",Moderate,5,248058,0.248058,0,0.0,0.0
2009-0321-PHL,Typhoon Morakot (Kiko),2009,8.0,2000s,Pre-2010,Luzon,"Benguet district (Cordillera Administrative region (CAR) province), Tarlac, Zambales districts (Region III (Central Luzon) province), Pangasinan district (Region I (Ilocos region) province)",Moderate,26,94229,0.094229,0,25000000.0,0.025
2009-0360-PHL,Tropical storm Labuyo (Dujuan),2009,9.0,2000s,Pre-2010,Visayas,"Botolan area (Zambales district, Region III (Central Luzon) province), Pilar, Morong, Hermosa, Dinalupihan areas (Bataan district, Region III (Central Luzon) province), Sibalom area (Antique district, Region VI (Western Visayas) province), San Erique, Pontevedra, La Carlota City, Valladolid, Hinigaran areas (Negros Occidental district, Region VI (Western Visayas) province), Bayawan city (Negros Oriental district, Region VII (Central Visayas) province)",Minor,1,95700,0.0957,0,0.0,0.0
2009-0373-PHL,Tropical depression Maring,2009,9.0,2000s,Pre-2010,Luzon,"Botolan, Iba, San Antonio, San Felipe, San Marcelino areas (Zambales district, Region III (Central Luzon) province), Abucay, Bagac, Dinalupihan, Hermosa, Morong, Pilar, Samal areas (Bataan district, Region III (Central Luzon) province), Apalit, Arayat, Bacolor, Floridabanca, Guagua, Lubao, Masantol, Mexico, Minalin, San Luis, Sasmuan, Stanta Ana, Santo Thomas areas (Pampanga district, Region III (Central Luzon) province), Balagtas, Calumpit, Guiguinto, Marilao, Meycauayan, San Miguel areas (Bulacan district, Region III (Central Luzon) province), Calamba city (Laguna district, Region IV-A (Calabarzon) province)",Moderate,15,388373,0.388373,0,6303000.0,0.006303
2009-0374-PHL,Tropical Depression Nando,2009,9.0,2000s,Pre-2010,Luzon,"Santa Teresita area (Cagayan district, Region II (Cagayan Valley) province), Silang area (Cavite district, Region IV-A (Calabarzon) province), Santa Cruz, Bay, Los Banos, Santa Rosa, Calamba, Banan, San Pedro areas (Laguna district, Region IV-A (Calabarzon) province), Pasil area (Kalinga district, Cordillera Administrative region (CAR) province)",Minor,3,48333,0.048333,0,0.0,0.0
2009-0414-PHL,"Tropical storm ""Ondoy"" (Ketsana)",2009,9.0,2000s,Pre-2010,Mindanao,"Bolinao, Sual, Dagupan areas (Pangasinan district, Region I (Ilocos region) province), Rizal, Cabarroguis areas (Quirino district, Region II (Cagayan Valley) province), Mandaluyong, Manila, Marikina, Muntinlupa, Navotas, Paranaque, Pasig, Las Pinas, Caloocan, Makati, Valenzuela, Malabon, Pateros, Quezon, Taguig, San Juan, Pasay areas (Metropolitan Manila district, National Capital region (NCR) province), Balanga, Orani, Mariveles, Hermosa areas (Bataan district, Region III (Central Luzon) province), Angat, Balagtas, Baliwag, Bocaue, Bulacan, Bustos, Calumpit, Guiguinto, Hagonoy, Malolos, Marilao, Meycauayan, Plaridel, San Miguel areas (Bulacan district, Region III (Central Luzon) province), Arayal, Bacolor, Lubao, Mabelacat, San Simon, San Luis, San Fernando city, Sto.Tomas, Floridablanca, Sta.Rita areas (Pampanga district, Region III (Central Luzon) province), Licab area (Nueva Ecija district, Region III (Central Luzon) province), Magsaysay, San Jose areas (Mindoro Occidental district, Region IV (Southern Tagalog) province), Naga City, Sangay, Pasacao areas (Camarines Sur district, Region V (Bicol region) province), San Pascuan area (Masbate district, Region V (Bicol region) province), Pioduran area (Albay district, Region V (Bicol region) province), Pilar area (Sorsogon district, Region V (Bicol region) province), Zamboanga city (Zamboanga Del Sur district, Region IX (Zamboanga Peninsula) province), Kalamasig area (Sultan Kudarat district, Region XII (Soccsksargen) province), Kabugao area (Apayao district, Cordillera Administrative region (CAR) province), Kabayan area (Benguet district, Cordillera Administrative region (CAR) province), Region IV-A (Calabarzon) province",Catastrophic,501,4901763,4.901763,0,237489000.0,0.237489
2009-0422-PHL,"Typhoon ""Pepeng"" (Parma)",2009,9.0,2000s,Pre-2010,Visayas,"Isabela, Nueva Vizcaya, Cagayan districts (Region II (Cagayan Valley) province), Quezon district (Region IV-A (Calabarzon) province), Albay, Camarines Sur, Catanduanes, Sorsogon districts (Region V (Bicol region) province), Negros Occidental district (Region VI (Western Visayas) province), Cordillera Administrative region (CAR), National Capital region (NCR), Region I (Ilocos region), Region III (Central Luzon) provinces",Catastrophic,512,4478491,4.478491,0,585379000.0,0.585379
2009-0478-PHL,"Tropical storm ""Mirinae"" (Santi)",2009,10.0,2000s,Pre-2010,Luzon,"Aurora, Bataan, Bulacan districts (Region III (Central Luzon) province), Mindoro Occidental, Mindoro Oriental districts (Region IV (Southern Tagalog) province), Albay, Camarines Norte, Camarines Sur districts (Region V (Bicol region) province), National Capital region (NCR), Region IV-A (Calabarzon) province",Severe,39,802175,0.802175,0,15194000.0,0.015194
2009-0521-PHL,"Tropical depression ""Urduja""",2009,11.0,2000s,Pre-2010,Mindanao,"Agusan del Norte district (Region XIII (Caraga) province), Region VII (Central Visayas), Region X (Northern Mindanao) provinces",Minor,4,48142,0.048142,0,12000.0,1.2e-05
2009-0606-PHL,Goni (Jolina),2009,8.0,2000s,Pre-2010,Mindanao,"Panay area (Capiz district, Region VI (Western Visayas) province), Negros Occidental, Negros Oriental districts (Region VII (Central Visayas) province), Region IX (Zamboanga Peninsula), Region X (Northern Mindanao), Region XI (Davao Region), Region XII (Soccsksargen), Region XIII (Caraga) provinces",Moderate,14,221422,0.221422,0,2888000.0,0.002888
2010-0308-PHL,Typhoon Conson (Basyang),2010,7.0,2010s,Post-2010,Luzon,"Manila City, Muntinlupa City, Pateros areas (Metropolitan Manila district, National Capital region (NCR) province), Dingalan area (Aurora district, Region III (Central Luzon) province), Abucay, Bagac, Balanga, Limay, Mariveles, Morong, Orani, Orion, Samal (Bataan district, Region III (Central Luzon) province), Malolos city (Bulacan district, Region III (Central Luzon) province), Masantol area (Pampanga district, Region III (Central Luzon) province), Basud, Capalonga, Daet, Jose Panganiban, Labo, Mercedes, Paracale, San Lorenzo Ruiz, Santa Elena, Talisay, Vinzons areas (Camarines Norte district, Region V (Bicol region) province), Bombon, Caramoan, Lagonoy, Pasacao, Siruma areas (Camarines Sur district, Region V (Bicol region) province), Bagamanoc, Caramoran, Gigmoto, Pandan areas (Catanduanes district, Region V (Bicol region) province), Region IV-A (Calabarzon) province",Severe,146,585474,0.585474,0,8675000.0,0.008675
2010-0383-PHL,Tropical storm Ester (Dianmu),2010,8.0,2010s,Post-2010,Luzon,"Sitio Sabitan area (Santo Rosario borough, Malolos city, Bulacan district, Region III (Central Luzon) province), Navostas area (Metropolitan Manila district, National Capital region (NCR) province), Region IV (Southern Tagalog) province",Moderate,31,1045,0.001045,0,0.0,0.0
2010-0543-PHL,Typhoon Megi (Juan),2010,10.0,2010s,Post-2010,Luzon,"Aringuay, Bangar areas (La Union district, Region I (Ilocos region) province), Bolinao areas (Pangasinan district, Region I (Ilocos region) province), Aparri, Claveria, Gonzaga, Iguig, Lasam, Rizal, Santa Aba, Santa Praxedes, Santa Teresita, Santo Nino, Tiao areas (Cagayan district, Region II (Cagayan Valley) province), Dinapigue, Divilacan, San Mariano, Santa Maria (Isabela district, Region II (Cagayan Valley) province), Casiguran, Dilasag, Dinalungan areas (Aurora district, Region III (Central Luzon) province), Bagio City, Itogon, La Trinidad, Tublay areas (Benguet district, Cordillera Administrative region (CAR) province), Pinukbuk, Tabuk areas (Kalinga district, Cordillera Administrative region (CAR) province), Tadian area (Mountain Province district, Cordillera Administrative region (CAR) province)",Catastrophic,35,2009026,2.009026,0,275745000.0,0.275745
