sid,storm_name,year,month,latitude,longitude,lat_min,lat_max,max_wind_kt,max_wind_kmh,category,era,decade,reached_mindanao,opacity,color,size
1987196N09146,VERNON,1987,7,17.06764705882353,126.54411764705883,12.4,24.7,65.0,120.38000000000001,Cat 1,Pre-2010,1980s,False,0.3,Gray,3.0
1987200N04191,WYNNE,1987,7,23.8,134.02,22.9,24.7,110.0,203.72,Cat 3,Pre-2010,1980s,False,0.3,Gray,5.0
1987202N09144,ALEX,1987,7,16.478125,126.8125,10.1,24.5,65.0,120.38000000000001,Cat 1,Pre-2010,1980s,False,0.3,Gray,3.0
1987219N08134,BETTY,1987,8,11.543859649122806,128.10701754385966,8.4,15.2,140.0,259.28000000000003,Cat 5,Pre-2010,1980s,True,0.3,Gray,8.0
1987219N08155,CARY,1987,8,15.782456140350877,125.14912280701755,12.9,16.9,83.0,153.716,Cat 2,Pre-2010,1980s,False,0.3,Gray,4.0
1987231N10159,DINAH,1987,8,19.424390243902437,129.2829268292683,14.0,25.0,128.0,237.056,Cat 4,Pre-2010,1980s,False,0.3,Gray,6.0
1987245N15133,GERALD,1987,9,18.479710144927534,125.89275362318841,15.3,24.9,105.0,194.46,Cat 3,Pre-2010,1980s,False,0.3,Gray,5.0
1987245N17120,UNNAMED,1987,9,16.554545454545455,117.0,16.3,16.8,29.0,53.708000000000006,TD,Pre-2010,1980s,False,0.3,Gray,1.0
1987282N12137,KELLY,1987,10,23.4,133.5375,21.8,24.9,88.0,162.976,Cat 2,Pre-2010,1980s,False,0.3,Gray,4.0
1987288N13168,LYNN,1987,10,19.815384615384616,122.12115384615385,18.0,21.4,125.0,231.5,Cat 4,Pre-2010,1980s,False,0.3,Gray,6.0
1987311N10148,MAURY,1987,11,13.55625,125.91041666666666,12.7,15.0,38.0,70.376,TS,Pre-2010,1980s,False,0.3,Gray,2.0
1987320N03171,NINA,1987,11,14.352272727272727,122.6659090909091,11.2,19.9,140.0,259.28000000000003,Cat 5,Pre-2010,1980s,False,0.3,Gray,8.0
1987325N13126,OGDEN,1987,11,12.15263157894737,120.39999999999999,11.3,13.2,25.0,46.300000000000004,TD,Pre-2010,1980s,False,0.3,Gray,1.0
1987343N05154,PHYLLIS,1987,12,12.156410256410258,123.54871794871794,11.4,12.9,95.0,175.94,Cat 2,Pre-2010,1980s,False,0.3,Gray,4.0
1988005N03174,ROY,1988,1,13.155555555555555,123.92592592592592,12.3,13.8,90.0,166.68,Cat 2,Pre-2010,1980s,False,0.3,Gray,4.0
1988150N19119,SUSAN,1988,5,20.015,119.47,18.2,24.9,78.0,144.45600000000002,Cat 1,Pre-2010,1980s,False,0.3,Gray,3.0
1988156N18128,UNNAMED,1988,6,20.557142857142857,123.21904761904761,17.9,24.0,35.0,64.82000000000001,TS,Pre-2010,1980s,False,0.3,Gray,2.0
1988170N05141,THAD,1988,6,15.445945945945946,128.16216216216216,7.8,24.8,70.0,129.64000000000001,Cat 1,Pre-2010,1980s,True,0.3,Gray,3.0
1988177N07137,VANESSA,1988,6,10.096774193548388,126.25483870967743,6.3,18.5,55.0,101.86,TS,Pre-2010,1980s,True,0.3,Gray,2.0
1988187N23133,UNNAMED,1988,7,22.348837209302324,125.85348837209303,21.3,23.4,29.0,53.708000000000006,TD,Pre-2010,1980s,False,0.3,Gray,1.0
1988193N09149,WARREN,1988,7,18.246875,123.8875,13.7,23.9,113.0,209.276,Cat 4,Pre-2010,1980s,False,0.3,Gray,6.0
1988213N20134,UNNAMED,1988,7,22.04,133.32999999999998,20.0,24.7,29.0,53.708000000000006,TD,Pre-2010,1980s,False,0.3,Gray,1.0
1988214N18116,UNNAMED,1988,7,17.96,115.5,17.5,18.7,23.0,42.596000000000004,TD,Pre-2010,1980s,False,0.3,Gray,1.0
1988218N21128,BILL,1988,8,23.023076923076925,128.44615384615383,21.0,25.0,35.0,64.82000000000001,TS,Pre-2010,1980s,False,0.3,Gray,2.0
1988227N24123,UNNAMED,1988,8,24.5,123.66666666666667,24.2,24.8,,,Unknown,Pre-2010,1980s,False,0.3,Gray,
1988255N15132,JEFF,1988,9,15.631578947368421,132.57894736842104,14.9,16.1,30.0,55.56,TD,Pre-2010,1980s,False,0.3,Gray,1.0
1988260N15157,LEE,1988,9,20.450000000000003,129.64615384615385,18.3,24.6,55.0,101.86,TS,Pre-2010,1980s,False,0.3,Gray,2.0
1988263N15126,KIT,1988,9,19.43793103448276,119.96206896551725,14.6,23.9,58.0,107.41600000000001,TS,Pre-2010,1980s,False,0.3,Gray,2.0
1988263N18115,MAMIE,1988,9,21.644444444444446,115.26666666666668,18.0,23.2,40.0,74.08,TS,Pre-2010,1980s,False,0.3,Gray,2.0
1988271N16125,UNNAMED,1988,9,16.255000000000003,118.835,14.8,17.5,29.0,53.708000000000006,TD,Pre-2010,1980s,False,0.3,Gray,1.0
1988274N12142,NELSON,1988,10,18.772972972972973,127.68648648648647,12.9,24.9,140.0,259.28000000000003,Cat 5,Pre-2010,1980s,False,0.3,Gray,8.0
1988282N15118,UNNAMED,1988,10,14.714285714285714,116.37142857142858,14.5,14.8,35.0,64.82000000000001,TS,Pre-2010,1980s,False,0.3,Gray,2.0
1988282N17153,ODESSA,1988,10,21.178125,130.465625,19.0,24.8,90.0,166.68,Cat 2,Pre-2010,1980s,False,0.3,Gray,4.0
1988288N14115,UNNAMED,1988,10,13.8,115.0,13.8,13.8,23.0,42.596000000000004,TD,Pre-2010,1980s,False,0.3,Gray,1.0
1988290N08145,PAT,1988,10,16.208,126.35600000000001,14.0,16.9,75.0,138.9,Cat 1,Pre-2010,1980s,False,0.3,Gray,3.0
1988295N10138,RUBY,1988,10,13.61794871794872,124.25128205128206,9.3,17.6,123.0,227.79600000000002,Cat 4,Pre-2010,1980s,True,0.3,Gray,6.0
1988306N15130,UNNAMED,1988,11,11.48235294117647,123.68823529411763,9.8,15.0,25.0,46.300000000000004,TD,Pre-2010,1980s,True,0.3,Gray,1.0
1988307N09131,TESS,1988,11,9.47,122.26666666666667,9.0,10.2,53.0,98.156,TS,Pre-2010,1980s,True,0.3,Gray,2.0
1988308N09140,SKIP,1988,11,11.5625,124.653125,9.1,14.5,125.0,231.5,Cat 4,Pre-2010,1980s,True,0.3,Gray,6.0
1988356N05142,VAL,1988,12,14.372093023255815,125.3046511627907,10.0,16.0,55.0,101.86,TS,Pre-2010,1980s,True,0.3,Gray,2.0
1989010N16212,WINONA,1989,1,12.74705882352941,127.5529411764706,11.6,13.6,40.0,74.08,TS,Pre-2010,1980s,False,0.3,Gray,2.0
1989026N11127,UNNAMED,1989,1,11.799999999999999,127.3941176470588,10.5,12.3,29.0,53.708000000000006,TD,Pre-2010,1980s,False,0.3,Gray,1.0
1989134N07138,BRENDA,1989,5,12.967441860465117,124.02093023255813,7.0,19.7,70.0,129.64000000000001,Cat 1,Pre-2010,1980s,True,0.3,Gray,3.0
1989153N04144,DOT,1989,6,12.077142857142857,123.94285714285714,8.2,16.1,75.0,138.9,Cat 1,Pre-2010,1980s,True,0.3,Gray,3.0
1989169N16142,ELLIS,1989,6,17.734285714285715,127.98857142857143,14.8,24.3,40.0,74.08,TS,Pre-2010,1980s,False,0.3,Gray,2.0
1989187N15132,FAYE,1989,7,16.482857142857142,124.95714285714286,14.9,18.1,58.0,107.41600000000001,TS,Pre-2010,1980s,False,0.3,Gray,2.0
1989190N20160,GORDON,1989,7,17.560606060606062,124.56363636363638,16.3,20.0,140.0,259.28000000000003,Cat 5,Pre-2010,1980s,False,0.3,Gray,8.0
1989194N13149,HOPE,1989,7,22.663157894736845,130.3263157894737,20.6,25.0,48.0,88.896,TS,Pre-2010,1980s,False,0.3,Gray,2.0
1989199N05139,IRVING,1989,7,13.1,124.535,9.4,15.1,40.0,74.08,TS,Pre-2010,1980s,True,0.3,Gray,2.0
1989208N20133,UNNAMED,1989,7,23.836842105263155,126.97894736842105,20.5,25.0,30.0,55.56,TD,Pre-2010,1980s,False,0.3,Gray,1.0
1989209N22130,KEN:LOLA,1989,7,21.633333333333333,131.90666666666667,20.9,23.2,40.0,74.08,TS,Pre-2010,1980s,False,0.3,Gray,2.0
1989221N17115,UNNAMED,1989,8,15.8,115.225,15.0,16.6,19.0,35.188,TD,Pre-2010,1980s,False,0.3,Gray,1.0
1989230N17137,UNNAMED,1989,8,22.756521739130434,127.87826086956521,20.9,24.2,23.0,42.596000000000004,TD,Pre-2010,1980s,False,0.3,Gray,1.0
1989235N26122,ROGER,1989,8,24.759999999999998,126.3,24.6,25.0,40.0,74.08,TS,Pre-2010,1980s,False,0.3,Gray,2.0
1989246N16159,SARAH,1989,9,20.80909090909091,125.2,17.7,24.9,123.0,227.79600000000002,Cat 4,Pre-2010,1980s,False,0.3,Gray,6.0
1989254N17145,VERA,1989,9,23.38888888888889,130.22222222222223,22.0,24.9,55.0,101.86,TS,Pre-2010,1980s,False,0.3,Gray,2.0
1989259N20126,WAYNE,1989,9,22.414285714285715,124.94285714285715,19.5,24.8,40.0,74.08,TS,Pre-2010,1980s,False,0.3,Gray,2.0
1989271N12142,ANGELA,1989,10,18.243750000000002,124.8875,17.5,18.7,130.0,240.76000000000002,Cat 4,Pre-2010,1980s,False,0.3,Gray,6.0
1989272N18120,BRIAN,1989,9,19.344444444444445,116.7388888888889,18.3,20.1,40.0,74.08,TS,Pre-2010,1980s,False,0.3,Gray,2.0
1989279N07151,DAN,1989,10,13.2,124.88181818181819,10.7,16.4,65.0,120.38000000000001,Cat 1,Pre-2010,1980s,False,0.3,Gray,3.0
1989286N14137,ELSIE,1989,10,16.514035087719297,127.03859649122806,15.5,17.3,140.0,259.28000000000003,Cat 5,Pre-2010,1980s,False,0.3,Gray,8.0
1989314N10152,HUNT,1989,11,14.401538461538461,125.36153846153846,11.8,16.7,90.0,166.68,Cat 2,Pre-2010,1980s,False,0.3,Gray,4.0
1989324N17174,IRMA,1989,11,15.629411764705882,132.20294117647057,12.9,20.3,140.0,259.28000000000003,Cat 5,Pre-2010,1980s,False,0.3,Gray,8.0
1989342N13137,UNNAMED,1989,12,13.5,133.94,13.3,13.7,23.0,42.596000000000004,TD,Pre-2010,1980s,False,0.3,Gray,1.0
1990117N04152,LEWIS,1990,5,19.0,134.5,19.0,19.0,15.0,27.78,TD,Pre-2010,1990s,False,0.3,Gray,1.0
1990129N05138,MARIAN,1990,5,9.864705882352942,124.32549019607843,5.2,24.8,80.0,148.16,Cat 1,Pre-2010,1990s,True,0.3,Gray,3.0
1990140N09122,UNNAMED,1990,5,11.94074074074074,120.28518518518518,8.9,14.5,29.0,53.708000000000006,TD,Pre-2010,1990s,True,0.3,Gray,1.0
1990163N08133,NATHAN,1990,6,12.010344827586207,126.04137931034482,8.3,17.7,30.0,55.56,TD,Pre-2010,1990s,True,0.3,Gray,1.0
1990166N06141,OFELIA,1990,6,14.328,126.88600000000001,9.2,24.9,90.0,166.68,Cat 2,Pre-2010,1990s,True,0.3,Gray,4.0
1990171N11148,PERCY,1990,6,17.568181818181817,123.55227272727274,10.0,24.9,115.0,212.98000000000002,Cat 4,Pre-2010,1990s,True,0.3,Gray,6.0
1990180N09159,ROBYN,1990,7,17.01818181818182,128.45454545454547,11.7,24.5,45.0,83.34,TS,Pre-2010,1990s,False,0.3,Gray,2.0
1990202N13130,TASHA,1990,7,18.69375,121.83125,13.0,24.3,55.0,101.86,TS,Pre-2010,1990s,False,0.3,Gray,2.0
1990208N18132,VERNON,1990,7,17.441176470588236,133.52941176470588,17.2,17.9,20.0,37.04,TD,Pre-2010,1990s,False,0.3,Gray,1.0
1990221N07162,YANCY,1990,8,22.31346153846154,124.33846153846154,18.2,25.0,90.0,166.68,Cat 2,Pre-2010,1990s,False,0.3,Gray,4.0
1990232N13141,BECKY,1990,8,17.588,126.738,16.0,19.5,70.0,129.64000000000001,Cat 1,Pre-2010,1990s,False,0.3,Gray,3.0
1990235N10152,ABE,1990,8,23.473333333333336,129.43333333333334,21.9,24.9,88.0,162.976,Cat 2,Pre-2010,1990s,False,0.3,Gray,4.0
1990245N16149,DOT,1990,9,21.75,123.728125,17.1,24.8,75.0,138.9,Cat 1,Pre-2010,1990s,False,0.3,Gray,3.0
1990245N20123,CECIL,1990,9,22.445454545454545,122.80909090909091,20.1,24.9,25.0,46.300000000000004,TD,Pre-2010,1990s,False,0.3,Gray,1.0
1990250N13157,ED,1990,9,18.837931034482757,123.95862068965518,16.7,20.1,73.0,135.196,Cat 1,Pre-2010,1990s,False,0.3,Gray,3.0
1990251N06171,FLO,1990,9,22.8,131.5875,20.6,24.9,135.0,250.02,Cat 4,Pre-2010,1990s,False,0.3,Gray,6.0
1990254N24114,DOT,1990,9,23.599999999999998,115.16666666666667,23.5,23.8,20.0,37.04,TD,Pre-2010,1990s,False,0.3,Gray,1.0
1990261N12141,GENE,1990,9,18.5,130.26279069767443,13.5,25.0,80.0,148.16,Cat 1,Pre-2010,1990s,False,0.3,Gray,3.0
1990271N13153,HATTIE,1990,10,23.03846153846154,130.8153846153846,20.8,24.8,90.0,166.68,Cat 2,Pre-2010,1990s,False,0.3,Gray,4.0
1990272N11121,IRA,1990,9,11.694444444444445,117.89999999999999,10.9,13.0,25.0,46.300000000000004,TD,Pre-2010,1990s,False,0.3,Gray,1.0
1990283N15129,JEANA,1990,10,14.086363636363636,122.2909090909091,13.0,14.9,20.0,37.04,TD,Pre-2010,1990s,False,0.3,Gray,1.0
1990288N15118,LOLA,1990,10,14.580000000000002,116.34,14.1,15.0,20.0,37.04,TD,Pre-2010,1990s,False,0.3,Gray,1.0
1990309N08167,PAGE,1990,11,15.874285714285715,129.1942857142857,11.8,24.8,140.0,259.28000000000003,Cat 5,Pre-2010,1990s,False,0.3,Gray,8.0
1990310N07152,MIKE,1990,11,9.9625,126.803125,7.9,13.2,150.0,277.8,Cat 5,Pre-2010,1990s,True,0.3,Gray,8.0
1990312N12121,NELL,1990,11,11.8,117.5111111111111,11.7,12.0,15.0,27.78,TD,Pre-2010,1990s,False,0.3,Gray,1.0
1990319N07197,OWEN,1990,12,10.460869565217392,129.59130434782608,5.9,14.2,30.0,55.56,TD,Pre-2010,1990s,True,0.3,Gray,1.0
1991062N04156,SHARON,1991,3,9.38529411764706,126.4970588235294,7.0,11.5,50.0,92.60000000000001,TS,Pre-2010,1990s,True,0.3,Gray,2.0
1991111N04145,VANESSA,1991,4,9.453125,124.9125,6.1,12.5,40.0,74.08,TS,Pre-2010,1990s,True,0.3,Gray,2.0
1991124N05152,WALT,1991,5,17.93076923076923,127.75641025641026,13.5,24.7,140.0,259.28000000000003,Cat 5,Pre-2010,1990s,False,0.3,Gray,8.0
1991163N11128,YUNYA,1991,6,15.782222222222224,123.1711111111111,11.0,22.4,100.0,185.20000000000002,Cat 3,Pre-2010,1990s,False,0.3,Gray,5.0
1991187N06139,ZEKE,1991,7,11.729411764705883,125.1,7.9,15.4,50.0,92.60000000000001,TS,Pre-2010,1990s,True,0.3,Gray,2.0
1991194N11147,AMY,1991,7,19.084375,125.99375,14.6,23.8,125.0,231.5,Cat 4,Pre-2010,1990s,False,0.3,Gray,6.0
1991196N06153,BRENDAN,1991,7,15.33076923076923,125.5102564102564,10.4,21.2,68.0,125.936,Cat 1,Pre-2010,1990s,False,0.3,Gray,3.0
1991200N05157,CAITLIN,1991,7,18.357575757575756,129.83939393939394,13.3,24.7,75.0,138.9,Cat 1,Pre-2010,1990s,False,0.3,Gray,3.0
1991220N10133,FRED,1991,8,15.553571428571429,123.89821428571429,10.3,20.1,68.0,125.936,Cat 1,Pre-2010,1990s,False,0.3,Gray,3.0
1991220N20160,ELLIE,1991,8,24.535714285714285,121.07857142857142,23.5,25.0,50.0,92.60000000000001,TS,Pre-2010,1990s,False,0.3,Gray,2.0
1991239N20133,HARRY,1991,8,22.405882352941177,133.91176470588235,19.7,25.0,25.0,46.300000000000004,TD,Pre-2010,1990s,False,0.3,Gray,1.0
1991244N19126,JOEL,1991,9,19.692682926829267,118.66097560975611,18.1,23.0,53.0,98.156,TS,Pre-2010,1990s,False,0.3,Gray,2.0
1991251N12138,KINNA,1991,9,22.581818181818182,131.16363636363636,20.3,24.8,60.0,111.12,TS,Pre-2010,1990s,False,0.3,Gray,2.0
1991256N13171,MIREILLE,1991,9,19.622857142857143,129.88571428571427,15.2,24.9,130.0,240.76000000000002,Cat 4,Pre-2010,1990s,False,0.3,Gray,6.0
1991256N14148,LUKE,1991,9,22.39375,131.99375,19.7,25.0,50.0,92.60000000000001,TS,Pre-2010,1990s,False,0.3,Gray,2.0
1991257N16130,NAT,1991,9,19.813103448275864,120.03448275862068,15.8,25.0,110.0,203.72,Cat 3,Pre-2010,1990s,False,0.3,Gray,5.0
1991274N14149,ORCHID,1991,10,20.583333333333332,131.75666666666666,18.9,25.0,113.0,209.276,Cat 4,Pre-2010,1990s,False,0.3,Gray,6.0
1991289N06156,RUTH,1991,10,18.57586206896552,125.00344827586207,14.6,24.8,145.0,268.54,Cat 5,Pre-2010,1990s,False,0.3,Gray,8.0
1991300N06149,UNNAMED,1991,11,12.0,135.0,12.0,12.0,25.0,46.300000000000004,TD,Pre-2010,1990s,False,0.3,Gray,1.0
1991301N08173,SETH,1991,11,18.060714285714287,125.425,14.5,19.6,115.0,212.98000000000002,Cat 4,Pre-2010,1990s,False,0.3,Gray,6.0
1991304N08140,THELMA,1991,11,12.182608695652174,126.7413043478261,10.3,13.5,45.0,83.34,TS,Pre-2010,1990s,False,0.3,Gray,2.0
1991317N09141,WILDA,1991,11,13.680851063829786,123.35531914893616,9.0,17.8,45.0,83.34,TS,Pre-2010,1990s,True,0.3,Gray,2.0
1992172N07144,BOBBIE,1992,6,15.920408163265307,128.02448979591836,9.6,24.8,120.0,222.24,Cat 4,Pre-2010,1990s,True,0.3,Gray,6.0
1992174N13126,CHUCK,1992,6,13.476666666666667,120.23,13.0,14.6,40.0,74.08,TS,Pre-2010,1990s,False,0.3,Gray,2.0
1992176N06145,DEANNA,1992,6,16.840740740740742,130.41851851851854,10.8,24.6,40.0,74.08,TS,Pre-2010,1990s,False,0.3,Gray,2.0
1992188N07156,ELI,1992,7,15.286363636363637,124.81363636363636,13.4,17.0,70.0,129.64000000000001,Cat 1,Pre-2010,1990s,False,0.3,Gray,3.0
1992194N07140,FAYE,1992,7,15.090625,124.821875,8.8,19.4,25.0,46.300000000000004,TD,Pre-2010,1990s,True,0.3,Gray,1.0
1992198N13135,GARY,1992,7,15.181818181818182,125.24772727272726,11.7,19.3,45.0,83.34,TS,Pre-2010,1990s,False,0.3,Gray,2.0
1992212N05154,JANIS,1992,8,22.41111111111111,132.65555555555554,20.3,24.8,113.0,209.276,Cat 4,Pre-2010,1990s,False,0.3,Gray,6.0
1992212N20135,IRVING,1992,7,22.32857142857143,132.21428571428572,20.6,24.8,30.0,55.56,TD,Pre-2010,1990s,False,0.3,Gray,1.0
1992227N13130,LOIS,1992,8,16.174193548387098,130.73548387096776,13.3,18.7,35.0,64.82000000000001,TS,Pre-2010,1990s,False,0.3,Gray,2.0
1992227N17112,MARK,1992,8,21.599999999999998,116.92830188679245,17.8,23.6,50.0,92.60000000000001,TS,Pre-2010,1990s,False,0.3,Gray,2.0
1992236N07159,OMAR,1992,8,22.25121951219512,125.05365853658536,18.1,24.5,118.0,218.536,Cat 4,Pre-2010,1990s,False,0.3,Gray,6.0
1992237N14144,POLLY,1992,8,22.283783783783782,125.65135135135137,19.6,24.9,55.0,101.86,TS,Pre-2010,1990s,False,0.3,Gray,2.0
1992239N19135,POLLY,1992,8,20.299999999999997,133.8111111111111,19.2,21.4,30.0,55.56,TD,Pre-2010,1990s,False,0.3,Gray,1.0
1992259N11159,TED,1992,9,18.5625,125.634375,15.4,24.3,65.0,120.38000000000001,Cat 1,Pre-2010,1990s,False,0.3,Gray,3.0
1992261N15116,UNNAMED,1992,9,15.2,115.3,15.0,15.4,19.0,35.188,TD,Pre-2010,1990s,False,0.3,Gray,1.0
1992277N16140,YVETTE,1992,10,17.493150684931507,129.03150684931506,15.1,24.6,155.0,287.06,Cat 5,Pre-2010,1990s,False,0.3,Gray,8.0
1992286N12115,ANGELA,1992,10,12.69795918367347,117.02244897959184,11.5,14.4,73.0,135.196,Cat 1,Pre-2010,1990s,False,0.3,Gray,3.0
1992289N08135,COLLEEN,1992,10,12.853125,129.759375,8.0,15.8,80.0,148.16,Cat 1,Pre-2010,1990s,True,0.3,Gray,3.0
1992302N06150,ELSIE,1992,11,21.12222222222222,134.23333333333332,18.4,24.3,145.0,268.54,Cat 5,Pre-2010,1990s,False,0.3,Gray,8.0
1992314N08141,FORREST,1992,11,9.654166666666667,125.41666666666667,9.1,10.5,28.0,51.856,TD,Pre-2010,1990s,True,0.3,Gray,1.0
1992318N06182,GAY,1992,11,19.930232558139537,131.1186046511628,16.4,25.0,115.0,212.98000000000002,Cat 4,Pre-2010,1990s,False,0.3,Gray,6.0
1993059N05136,UNNAMED,1993,2,7.355555555555556,128.36666666666667,5.2,8.4,25.0,46.300000000000004,TD,Pre-2010,1990s,True,0.3,Gray,1.0
1993096N08148,UNNAMED,1993,4,6.587096774193549,128.57419354838711,6.4,6.8,25.0,46.300000000000004,TD,Pre-2010,1990s,True,0.3,Gray,1.0
1993105N06165,UNNAMED,1993,4,6.813793103448275,129.31034482758622,6.5,7.0,30.0,55.56,TD,Pre-2010,1990s,True,0.3,Gray,1.0
1993164N04160,KORYN,1993,6,15.553125,125.7,12.0,20.0,130.0,240.76000000000002,Cat 4,Pre-2010,1990s,False,0.3,Gray,6.0
1993166N06131,UNNAMED,1993,6,10.492682926829268,127.51951219512196,6.3,15.5,30.0,55.56,TD,Pre-2010,1990s,True,0.3,Gray,1.0
1993185N09137,LEWIS,1993,7,10.990243902439024,126.7170731707317,7.9,16.8,63.0,116.676,TS,Pre-2010,1990s,True,0.3,Gray,2.0
1993193N08144,MARIAN,1993,7,14.91851851851852,127.5037037037037,9.5,20.1,45.0,83.34,TS,Pre-2010,1990s,True,0.3,Gray,2.0
1993205N15137,OFELIA,1993,7,24.4,134.5,24.0,24.8,43.0,79.63600000000001,TS,Pre-2010,1990s,False,0.3,Gray,2.0
1993207N19130,PERCY,1993,7,20.836363636363636,129.70909090909092,19.0,24.7,40.0,74.08,TS,Pre-2010,1990s,False,0.3,Gray,2.0
1993211N07161,ROBYN,1993,8,21.206666666666667,132.15333333333334,17.9,24.8,118.0,218.536,Cat 4,Pre-2010,1990s,False,0.3,Gray,6.0
1993215N08154,STEVE,1993,8,22.08823529411765,131.36470588235292,18.8,24.9,50.0,92.60000000000001,TS,Pre-2010,1990s,False,0.3,Gray,2.0
1993224N07153,TASHA,1993,8,16.484615384615385,124.36666666666667,8.9,19.9,65.0,120.38000000000001,Cat 1,Pre-2010,1990s,True,0.3,Gray,3.0
1993231N09134,WINONA,1993,8,12.85483870967742,122.38709677419355,9.0,17.9,45.0,83.34,TS,Pre-2010,1990s,True,0.3,Gray,2.0
1993240N17142,YANCY,1993,8,21.73333333333333,128.7962962962963,19.9,25.0,90.0,166.68,Cat 2,Pre-2010,1990s,False,0.3,Gray,4.0
1993246N16129,ZOLA,1993,9,19.41470588235294,129.64117647058825,16.0,25.0,45.0,83.34,TS,Pre-2010,1990s,False,0.3,Gray,2.0
1993250N17119,ABE,1993,9,20.105263157894736,120.79824561403508,17.3,23.5,110.0,203.72,Cat 3,Pre-2010,1990s,False,0.3,Gray,5.0
1993253N06150,BECKY,1993,9,16.48181818181818,125.2090909090909,11.2,20.9,63.0,116.676,TS,Pre-2010,1990s,False,0.3,Gray,2.0
1993261N11131,DOT,1993,9,16.129032258064516,122.08709677419354,11.0,25.0,20.0,37.04,TD,Pre-2010,1990s,False,0.3,Gray,1.0
1993270N07153,ED,1993,10,21.09090909090909,133.37272727272727,18.6,24.8,140.0,259.28000000000003,Cat 5,Pre-2010,1990s,False,0.3,Gray,8.0
1993271N14134,FLO,1993,9,16.744155844155845,126.73896103896104,13.8,24.7,68.0,125.936,Cat 1,Pre-2010,1990s,False,0.3,Gray,3.0
1993275N04159,GENE,1993,10,20.253846153846155,133.12307692307692,16.2,24.5,35.0,64.82000000000001,TS,Pre-2010,1990s,False,0.3,Gray,2.0
1993279N12114,UNNAMED,1993,10,17.37090909090909,121.52363636363637,12.5,21.7,25.0,46.300000000000004,TD,Pre-2010,1990s,False,0.3,Gray,1.0
1993298N11154,IRA,1993,10,15.7125,124.3525,13.4,18.1,120.0,222.24,Cat 4,Pre-2010,1990s,False,0.3,Gray,6.0
1993317N08149,UNNAMED,1993,11,8.035714285714286,129.1142857142857,7.1,9.2,25.0,46.300000000000004,TD,Pre-2010,1990s,True,0.3,Gray,1.0
1993322N09137,KYLE,1993,11,10.874285714285715,125.1,9.2,12.5,63.0,116.676,TS,Pre-2010,1990s,True,0.3,Gray,2.0
1993331N05172,LOLA,1993,12,13.227777777777778,123.61666666666666,11.6,14.3,80.0,148.16,Cat 1,Pre-2010,1990s,False,0.3,Gray,3.0
1993336N05164,MANNY,1993,12,13.291071428571428,125.52678571428571,10.8,16.7,118.0,218.536,Cat 4,Pre-2010,1990s,False,0.3,Gray,6.0
1993353N05159,NELL,1993,12,10.139024390243902,122.76097560975609,8.4,12.0,68.0,125.936,Cat 1,Pre-2010,1990s,True,0.3,Gray,3.0
1994001N05156,UNNAMED,1994,1,11.27,127.30999999999999,8.8,14.7,25.0,46.300000000000004,TD,Pre-2010,1990s,True,0.3,Gray,1.0
1994088N09148,OWEN,1994,3,12.597183098591549,123.12253521126762,10.2,18.5,75.0,138.9,Cat 1,Pre-2010,1990s,False,0.3,Gray,3.0
1994128N04155,PAGE,1994,5,15.9,135.0,15.9,15.9,40.0,74.08,TS,Pre-2010,1990s,False,0.3,Gray,2.0
1994134N05161,UNNAMED,1994,5,10.255263157894737,126.85526315789474,7.6,14.1,30.0,55.56,TD,Pre-2010,1990s,True,0.3,Gray,1.0
1994153N19113,RUSS,1994,6,19.9,116.3,19.5,20.1,55.0,101.86,TS,Pre-2010,1990s,False,0.3,Gray,2.0
1994169N06152,SHARON,1994,6,13.700000000000001,125.1875,10.8,17.7,45.0,83.34,TS,Pre-2010,1990s,False,0.3,Gray,2.0
1994181N17137,UNNAMED,1994,6,18.384615384615383,124.93846153846154,17.0,19.0,25.0,46.300000000000004,TD,Pre-2010,1990s,False,0.3,Gray,1.0
1994186N09139,TIM,1994,7,16.9,127.8575,11.0,24.9,95.0,175.94,Cat 2,Pre-2010,1990s,False,0.3,Gray,4.0
1994189N16117,VANESSA,1994,7,16.948275862068964,117.18275862068967,15.2,23.0,43.0,79.63600000000001,TS,Pre-2010,1990s,False,0.3,Gray,2.0
1994191N08141,ZEKE,1994,7,13.0,133.7,9.1,18.9,20.0,37.04,TD,Pre-2010,1990s,True,0.3,Gray,1.0
1994192N05139,WALT,1994,7,14.5203125,129.24375,6.6,23.5,130.0,240.76000000000002,Cat 4,Pre-2010,1990s,True,0.3,Gray,6.0
1994197N14115,YUNYA,1994,7,18.03488372093023,122.3813953488372,14.1,20.9,45.0,83.34,TS,Pre-2010,1990s,False,0.3,Gray,2.0
1994206N14131,BRENDAN,1994,7,17.597619047619048,127.7547619047619,13.9,24.6,35.0,64.82000000000001,TS,Pre-2010,1990s,False,0.3,Gray,2.0
1994210N16144,CAITLIN,1994,7,20.785714285714285,125.86000000000001,18.4,25.0,53.0,98.156,TS,Pre-2010,1990s,False,0.3,Gray,2.0
1994211N12152,DOUG,1994,8,18.428571428571427,127.67857142857143,15.0,24.7,140.0,259.28000000000003,Cat 5,Pre-2010,1990s,False,0.3,Gray,8.0
1994224N20152,FRED,1994,8,20.96551724137931,128.62413793103448,17.9,25.0,123.0,227.79600000000002,Cat 4,Pre-2010,1990s,False,0.3,Gray,6.0
