sid,name,year,month,max_wind_kt,max_wind_kmh,lat_min,lat_max,lat_mean,lon_min,lon_max,lon_mean,start_time,end_time,decade,era,category,duration_hours,reached_mindanao
1985267N08133,ANDY,1985,9,,,7.5,17.9,12.14375,121.4,133.0,127.8,1985-09-24 06:00:00,1985-09-26 03:00:00,1980s,Pre-2010,Unknown,45.0,True
1985268N03161,BRENDAN,1985,9,90.0,166.68,16.0,24.5,18.148837209302325,122.8,135.0,128.83023255813953,1985-09-28 18:00:00,1985-10-04 00:00:00,1980s,Pre-2010,Cat 2,126.0,False
1985268N16126,ANDY,1985,9,40.0,74.08,16.0,19.1,17.96,115.2,125.7,119.772,1985-09-25 00:00:00,1985-09-28 00:00:00,1980s,Pre-2010,TS,72.0,False
1985281N02144,CECIL,1985,10,68.0,125.936,6.7,13.2,9.994117647058824,115.1,134.5,123.71176470588235,1985-10-09 18:00:00,1985-10-13 21:00:00,1980s,Pre-2010,Cat 1,99.0,True
1985283N07115,UNNAMED,1985,10,19.0,35.188,7.0,7.0,7.0,115.0,115.0,115.0,1985-10-10 00:00:00,1985-10-10 00:00:00,1980s,Pre-2010,TD,0.0,True
1985284N05159,DOT,1985,10,150.0,277.8,13.8,17.0,14.997142857142856,115.5,134.8,124.89428571428572,1985-10-15 18:00:00,1985-10-20 00:00:00,1980s,Pre-2010,Cat 5,102.0,False
1985286N05162,ELLIS,1985,10,23.0,42.596000000000004,12.3,14.0,13.0875,133.0,134.7,133.65,1985-10-22 03:00:00,1985-10-23 00:00:00,1980s,Pre-2010,TD,21.0,False
1985294N10122,FAYE,1985,10,98.0,181.496,10.1,25.0,17.38125,118.7,129.0,123.40625,1985-10-21 00:00:00,1985-10-30 21:00:00,1980s,Pre-2010,Cat 3,237.0,False
1985347N07155,HOPE,1985,12,100.0,185.20000000000002,13.6,19.2,16.320408163265306,125.6,134.9,129.3387755102041,1985-12-19 18:00:00,1985-12-25 18:00:00,1980s,Pre-2010,Cat 3,144.0,False
1985347N09114,IRVING,1985,12,48.0,88.896,7.5,7.9,7.62,115.1,115.4,115.28,1985-12-16 12:00:00,1985-12-17 15:00:00,1980s,Pre-2010,TS,27.0,True
1986029N04152,JUDY,1986,2,78.0,144.45600000000002,8.8,17.6,12.97777777777778,131.0,134.9,132.44444444444446,1986-02-02 12:00:00,1986-02-04 15:00:00,1980s,Pre-2010,Cat 1,51.0,True
1986094N06138,UNNAMED,1986,4,29.0,53.708000000000006,6.8,12.7,10.239999999999998,123.5,134.7,128.94,1986-04-04 09:00:00,1986-04-06 18:00:00,1980s,Pre-2010,TD,57.0,True
1986112N02152,KEN,1986,5,25.0,46.300000000000004,9.7,11.5,10.44,133.4,135.0,134.20666666666665,1986-05-01 12:00:00,1986-05-03 06:00:00,1980s,Pre-2010,TD,42.0,True
1986136N18114,MAC,1986,5,45.0,83.34,19.6,25.0,21.817647058823532,115.1,130.8,121.57254901960783,1986-05-23 06:00:00,1986-05-29 12:00:00,1980s,Pre-2010,TS,150.0,False
1986169N07152,NANCY,1986,6,78.0,144.45600000000002,10.0,24.5,16.9,121.6,134.4,126.7576923076923,1986-06-20 18:00:00,1986-06-23 21:00:00,1980s,Pre-2010,Cat 1,75.0,True
1986172N04161,OWEN,1986,6,50.0,92.60000000000001,15.4,25.0,18.4741935483871,126.7,134.8,129.458064516129,1986-06-28 03:00:00,1986-07-01 21:00:00,1980s,Pre-2010,TS,90.0,False
1986179N11175,PEGGY,1986,7,138.0,255.57600000000002,15.7,22.9,18.447619047619046,115.2,134.6,123.5547619047619,1986-07-06 06:00:00,1986-07-11 09:00:00,1980s,Pre-2010,Cat 5,123.0,False
1986190N11162,ROGER,1986,7,83.0,153.716,21.0,24.9,23.018181818181816,130.2,134.6,132.1727272727273,1986-07-14 03:00:00,1986-07-15 09:00:00,1980s,Pre-2010,Cat 2,30.0,False
1986206N23127,UNNAMED,1986,7,23.0,42.596000000000004,23.0,25.0,23.922222222222224,124.3,127.0,125.6888888888889,1986-07-25 06:00:00,1986-07-26 06:00:00,1980s,Pre-2010,TD,24.0,False
1986209N13139,SARAH,1986,7,55.0,101.86,13.8,24.5,17.6725,123.6,134.8,127.50999999999999,1986-07-29 18:00:00,1986-08-03 15:00:00,1980s,Pre-2010,TS,117.0,False
1986225N17134,VERA,1986,8,90.0,166.68,17.0,24.8,18.76829268292683,129.0,134.5,131.0121951219512,1986-08-13 00:00:00,1986-08-25 09:00:00,1980s,Pre-2010,Cat 2,297.0,False
1986228N19120,WAYNE,1986,8,88.0,162.976,14.9,25.0,20.12773722627737,115.1,125.0,119.76934306569345,1986-08-16 00:00:00,1986-09-04 06:00:00,1980s,Pre-2010,Cat 2,462.0,False
1986229N18130,UNNAMED,1986,8,40.0,74.08,17.8,18.4,18.0,126.8,129.9,128.75555555555556,1986-08-16 18:00:00,1986-08-17 18:00:00,1980s,Pre-2010,TS,24.0,False
1986252N06153,ABBY,1986,9,93.0,172.23600000000002,16.3,24.7,20.352631578947367,120.9,134.6,126.92894736842106,1986-09-14 21:00:00,1986-09-19 12:00:00,1980s,Pre-2010,Cat 2,111.0,False
1986275N10134,DOM,1986,10,40.0,74.08,9.9,15.4,13.636842105263158,115.0,134.1,122.68070175438596,1986-10-02 00:00:00,1986-10-09 00:00:00,1980s,Pre-2010,TS,168.0,True
1986276N07177,ELLEN,1986,10,80.0,148.16,9.3,20.1,15.193103448275863,115.0,134.3,120.6103448275862,1986-10-09 21:00:00,1986-10-17 00:00:00,1980s,Pre-2010,Cat 1,171.0,True
1986287N09141,GEORGIA,1986,10,53.0,98.156,9.4,14.0,11.483720930232558,115.4,134.7,126.56976744186046,1986-10-15 09:00:00,1986-10-20 15:00:00,1980s,Pre-2010,TS,126.0,True
1986302N05178,HERBERT,1986,11,60.0,111.12,11.3,14.3,12.890243902439025,115.0,134.8,123.55853658536584,1986-11-04 18:00:00,1986-11-09 18:00:00,1980s,Pre-2010,TS,120.0,False
1986309N07162,IDA,1986,11,50.0,92.60000000000001,5.6,19.8,12.898113207547171,115.0,135.0,122.27924528301887,1986-11-10 09:00:00,1986-11-17 21:00:00,1980s,Pre-2010,TS,180.0,True
1986316N06146,JOE,1986,11,100.0,185.20000000000002,8.8,24.6,17.904225352112675,123.9,134.5,126.7788732394366,1986-11-16 18:00:00,1986-11-25 12:00:00,1980s,Pre-2010,Cat 3,210.0,True
1986330N05173,KIM,1986,12,98.0,181.496,16.0,24.5,17.827450980392157,125.0,134.6,130.9313725490196,1986-12-06 21:00:00,1986-12-13 03:00:00,1980s,Pre-2010,Cat 3,150.0,False
1986334N06113,UNNAMED,1986,11,19.0,35.188,7.5,9.6,8.7,115.0,116.0,115.61111111111111,1986-11-29 21:00:00,1986-11-30 21:00:00,1980s,Pre-2010,TD,24.0,True
1986343N05176,MARGE,1986,12,93.0,172.23600000000002,9.2,12.4,10.738235294117647,115.1,135.0,123.90882352941175,1986-12-19 21:00:00,1986-12-24 00:00:00,1980s,Pre-2010,Cat 2,99.0,True
1986353N03178,NORRIS,1986,12,80.0,148.16,9.8,18.5,12.381818181818183,115.0,135.0,122.89999999999999,1986-12-29 21:00:00,1987-01-03 00:00:00,1980s,Pre-2010,Cat 1,99.0,True
1987007N06162,ORCHID,1987,1,75.0,138.9,5.5,11.8,10.042857142857143,129.5,134.9,131.84761904761905,1987-01-11 18:00:00,1987-01-14 06:00:00,1980s,Pre-2010,Cat 1,60.0,True
1987093N05155,PERCY,1987,4,25.0,46.300000000000004,13.1,14.2,13.929166666666667,127.4,134.5,129.9,1987-04-13 15:00:00,1987-04-16 12:00:00,1980s,Pre-2010,TD,69.0,False
1987168N17118,RUTH,1987,6,30.0,55.56,17.2,19.0,18.275000000000002,115.2,118.0,116.58333333333333,1987-06-16 12:00:00,1987-06-17 21:00:00,1980s,Pre-2010,TD,33.0,False
1987168N22122,UNNAMED,1987,6,29.0,53.708000000000006,22.0,25.0,23.666666666666668,122.0,122.5,122.25,1987-06-17 00:00:00,1987-06-18 09:00:00,1980s,Pre-2010,TD,33.0,False
1987176N10150,SPERRY,1987,6,75.0,138.9,15.2,24.9,19.466666666666665,131.3,134.9,132.9611111111111,1987-06-28 09:00:00,1987-06-30 12:00:00,1980s,Pre-2010,Cat 1,51.0,False
1987188N10151,THELMA,1987,7,128.0,237.056,17.6,24.8,19.3,125.1,134.7,128.18333333333334,1987-07-10 09:00:00,1987-07-14 00:00:00,1980s,Pre-2010,Cat 4,87.0,False
1987196N09146,VERNON,1987,7,65.0,120.38000000000001,12.4,24.7,17.06764705882353,121.9,134.2,126.54411764705883,1987-07-17 03:00:00,1987-07-21 06:00:00,1980s,Pre-2010,Cat 1,99.0,False
1987200N04191,WYNNE,1987,7,110.0,203.72,22.9,24.7,23.8,133.3,134.8,134.02,1987-07-28 00:00:00,1987-07-28 12:00:00,1980s,Pre-2010,Cat 3,12.0,False
1987202N09144,ALEX,1987,7,65.0,120.38000000000001,10.1,24.5,16.478125,121.9,134.7,126.8125,1987-07-23 00:00:00,1987-07-26 21:00:00,1980s,Pre-2010,Cat 1,93.0,False
1987219N08134,BETTY,1987,8,140.0,259.28000000000003,8.4,15.2,11.543859649122806,115.2,134.2,128.10701754385966,1987-08-07 00:00:00,1987-08-14 00:00:00,1980s,Pre-2010,Cat 5,168.0,True
1987219N08155,CARY,1987,8,83.0,153.716,12.9,16.9,15.782456140350877,115.1,134.9,125.14912280701755,1987-08-12 18:00:00,1987-08-19 18:00:00,1980s,Pre-2010,Cat 2,168.0,False
1987231N10159,DINAH,1987,8,128.0,237.056,14.0,25.0,19.424390243902437,126.1,134.8,129.2829268292683,1987-08-24 12:00:00,1987-08-29 12:00:00,1980s,Pre-2010,Cat 4,120.0,False
1987245N15133,GERALD,1987,9,105.0,194.46,15.3,24.9,18.479710144927534,118.6,133.4,125.89275362318841,1987-09-02 00:00:00,1987-09-10 12:00:00,1980s,Pre-2010,Cat 3,204.0,False
1987245N17120,UNNAMED,1987,9,29.0,53.708000000000006,16.3,16.8,16.554545454545455,115.0,119.5,117.0,1987-09-02 06:00:00,1987-09-03 12:00:00,1980s,Pre-2010,TD,30.0,False
1987282N12137,KELLY,1987,10,88.0,162.976,21.8,24.9,23.4,132.3,134.8,133.5375,1987-10-14 03:00:00,1987-10-15 00:00:00,1980s,Pre-2010,Cat 2,21.0,False
1987288N13168,LYNN,1987,10,125.0,231.5,18.0,21.4,19.815384615384616,115.0,134.8,122.12115384615385,1987-10-21 09:00:00,1987-10-27 18:00:00,1980s,Pre-2010,Cat 4,153.0,False
1987311N10148,MAURY,1987,11,38.0,70.376,12.7,15.0,13.55625,115.0,134.8,125.91041666666666,1987-11-10 21:00:00,1987-11-16 18:00:00,1980s,Pre-2010,TS,141.0,False
1987320N03171,NINA,1987,11,140.0,259.28000000000003,11.2,19.9,14.352272727272727,115.0,134.7,122.6659090909091,1987-11-23 06:00:00,1987-11-30 06:00:00,1980s,Pre-2010,Cat 5,168.0,False
1987325N13126,OGDEN,1987,11,25.0,46.300000000000004,11.3,13.2,12.15263157894737,115.3,126.3,120.39999999999999,1987-11-20 18:00:00,1987-11-23 00:00:00,1980s,Pre-2010,TD,54.0,False
1987343N05154,PHYLLIS,1987,12,95.0,175.94,11.4,12.9,12.156410256410258,115.2,135.0,123.54871794871794,1987-12-14 09:00:00,1987-12-19 03:00:00,1980s,Pre-2010,Cat 2,114.0,False
1988005N03174,ROY,1988,1,90.0,166.68,12.3,13.8,13.155555555555555,115.3,135.0,123.92592592592592,1988-01-14 15:00:00,1988-01-17 21:00:00,1980s,Pre-2010,Cat 2,78.0,False
1988150N19119,SUSAN,1988,5,78.0,144.45600000000002,18.2,24.9,20.015,117.7,125.5,119.47,1988-05-28 18:00:00,1988-06-02 15:00:00,1980s,Pre-2010,Cat 1,117.0,False
1988156N18128,UNNAMED,1988,6,35.0,64.82000000000001,17.9,24.0,20.557142857142857,118.8,128.3,123.21904761904761,1988-06-03 18:00:00,1988-06-06 06:00:00,1980s,Pre-2010,TS,60.0,False
1988170N05141,THAD,1988,6,70.0,129.64000000000001,7.8,24.8,15.445945945945946,124.4,135.0,128.16216216216216,1988-06-19 15:00:00,1988-06-24 03:00:00,1980s,Pre-2010,Cat 1,108.0,True
1988177N07137,VANESSA,1988,6,55.0,101.86,6.3,18.5,10.096774193548388,115.0,134.7,126.25483870967743,1988-06-25 03:00:00,1988-06-28 21:00:00,1980s,Pre-2010,TS,90.0,True
1988187N23133,UNNAMED,1988,7,29.0,53.708000000000006,21.3,23.4,22.348837209302324,121.0,133.3,125.85348837209303,1988-07-05 00:00:00,1988-07-10 06:00:00,1980s,Pre-2010,TD,126.0,False
1988193N09149,WARREN,1988,7,113.0,209.276,13.7,23.9,18.246875,115.0,135.0,123.8875,1988-07-15 18:00:00,1988-07-19 15:00:00,1980s,Pre-2010,Cat 4,93.0,False
1988213N20134,UNNAMED,1988,7,29.0,53.708000000000006,20.0,24.7,22.04,132.9,134.4,133.32999999999998,1988-07-30 12:00:00,1988-07-31 15:00:00,1980s,Pre-2010,TD,27.0,False
1988214N18116,UNNAMED,1988,7,23.0,42.596000000000004,17.5,18.7,17.96,115.0,116.0,115.5,1988-07-31 18:00:00,1988-08-01 06:00:00,1980s,Pre-2010,TD,12.0,False
1988218N21128,BILL,1988,8,35.0,64.82000000000001,21.0,25.0,23.023076923076925,128.1,128.7,128.44615384615383,1988-08-04 18:00:00,1988-08-06 06:00:00,1980s,Pre-2010,TS,36.0,False
1988227N24123,UNNAMED,1988,8,,,24.2,24.8,24.5,122.8,124.5,123.66666666666667,1988-08-13 18:00:00,1988-08-14 00:00:00,1980s,Pre-2010,Unknown,6.0,False
1988255N15132,JEFF,1988,9,30.0,55.56,14.9,16.1,15.631578947368421,132.0,135.0,132.57894736842104,1988-09-11 06:00:00,1988-09-13 12:00:00,1980s,Pre-2010,TD,54.0,False
1988260N15157,LEE,1988,9,55.0,101.86,18.3,24.6,20.450000000000003,126.5,134.8,129.64615384615385,1988-09-20 21:00:00,1988-09-24 00:00:00,1980s,Pre-2010,TS,75.0,False
1988263N15126,KIT,1988,9,58.0,107.41600000000001,14.6,23.9,19.43793103448276,115.9,126.2,119.96206896551725,1988-09-18 18:00:00,1988-09-22 06:00:00,1980s,Pre-2010,TS,84.0,False
1988263N18115,MAMIE,1988,9,40.0,74.08,18.0,23.2,21.644444444444446,115.0,115.6,115.26666666666668,1988-09-19 00:00:00,1988-09-24 06:00:00,1980s,Pre-2010,TS,126.0,False
1988271N16125,UNNAMED,1988,9,29.0,53.708000000000006,14.8,17.5,16.255000000000003,115.1,125.0,118.835,1988-09-27 00:00:00,1988-09-29 09:00:00,1980s,Pre-2010,TD,57.0,False
1988274N12142,NELSON,1988,10,140.0,259.28000000000003,12.9,24.9,18.772972972972973,124.3,134.7,127.68648648648647,1988-10-01 21:00:00,1988-10-06 09:00:00,1980s,Pre-2010,Cat 5,108.0,False
1988282N15118,UNNAMED,1988,10,35.0,64.82000000000001,14.5,14.8,14.714285714285714,115.1,117.5,116.37142857142858,1988-10-07 12:00:00,1988-10-08 06:00:00,1980s,Pre-2010,TS,18.0,False
1988282N17153,ODESSA,1988,10,90.0,166.68,19.0,24.8,21.178125,128.8,134.7,130.465625,1988-10-11 03:00:00,1988-10-15 00:00:00,1980s,Pre-2010,Cat 2,93.0,False
1988288N14115,UNNAMED,1988,10,23.0,42.596000000000004,13.8,13.8,13.8,115.0,115.0,115.0,1988-10-13 12:00:00,1988-10-13 12:00:00,1980s,Pre-2010,TD,0.0,False
1988290N08145,PAT,1988,10,75.0,138.9,14.0,16.9,16.208,115.7,135.0,126.35600000000001,1988-10-18 09:00:00,1988-10-21 09:00:00,1980s,Pre-2010,Cat 1,72.0,False
1988295N10138,RUBY,1988,10,123.0,227.79600000000002,9.3,17.6,13.61794871794872,115.3,134.9,124.25128205128206,1988-10-22 00:00:00,1988-10-26 18:00:00,1980s,Pre-2010,Cat 4,114.0,True
1988306N15130,UNNAMED,1988,11,25.0,46.300000000000004,9.8,15.0,11.48235294117647,120.5,130.0,123.68823529411763,1988-11-01 06:00:00,1988-11-03 06:00:00,1980s,Pre-2010,TD,48.0,True
1988307N09131,TESS,1988,11,53.0,98.156,9.0,10.2,9.47,115.4,131.0,122.26666666666667,1988-11-01 12:00:00,1988-11-05 03:00:00,1980s,Pre-2010,TS,87.0,True
1988308N09140,SKIP,1988,11,125.0,231.5,9.1,14.5,11.5625,115.2,134.7,124.653125,1988-11-05 06:00:00,1988-11-09 03:00:00,1980s,Pre-2010,Cat 4,93.0,True
1988356N05142,VAL,1988,12,55.0,101.86,10.0,16.0,14.372093023255815,122.0,134.1,125.3046511627907,1988-12-22 06:00:00,1988-12-27 12:00:00,1980s,Pre-2010,TS,126.0,True
1989010N16212,WINONA,1989,1,40.0,74.08,11.6,13.6,12.74705882352941,120.8,134.2,127.5529411764706,1989-01-20 00:00:00,1989-01-22 00:00:00,1980s,Pre-2010,TS,48.0,False
1989026N11127,UNNAMED,1989,1,29.0,53.708000000000006,10.5,12.3,11.799999999999999,126.5,128.1,127.3941176470588,1989-01-26 06:00:00,1989-01-28 06:00:00,1980s,Pre-2010,TD,48.0,False
1989134N07138,BRENDA,1989,5,70.0,129.64000000000001,7.0,19.7,12.967441860465117,115.2,134.4,124.02093023255813,1989-05-14 12:00:00,1989-05-19 18:00:00,1980s,Pre-2010,Cat 1,126.0,True
1989153N04144,DOT,1989,6,75.0,138.9,8.2,16.1,12.077142857142857,115.0,134.7,123.94285714285714,1989-06-04 06:00:00,1989-06-08 12:00:00,1980s,Pre-2010,Cat 1,102.0,True
1989169N16142,ELLIS,1989,6,40.0,74.08,14.8,24.3,17.734285714285715,125.4,134.3,127.98857142857143,1989-06-19 03:00:00,1989-06-23 09:00:00,1980s,Pre-2010,TS,102.0,False
1989187N15132,FAYE,1989,7,58.0,107.41600000000001,14.9,18.1,16.482857142857142,115.3,131.9,124.95714285714286,1989-07-05 12:00:00,1989-07-09 18:00:00,1980s,Pre-2010,TS,102.0,False
1989190N20160,GORDON,1989,7,140.0,259.28000000000003,16.3,20.0,17.560606060606062,115.2,134.6,124.56363636363638,1989-07-13 09:00:00,1989-07-17 09:00:00,1980s,Pre-2010,Cat 5,96.0,False
1989194N13149,HOPE,1989,7,48.0,88.896,20.6,25.0,22.663157894736845,126.3,134.6,130.3263157894737,1989-07-16 00:00:00,1989-07-18 06:00:00,1980s,Pre-2010,TS,54.0,False
1989199N05139,IRVING,1989,7,40.0,74.08,9.4,15.1,13.1,115.0,134.4,124.535,1989-07-18 21:00:00,1989-07-21 06:00:00,1980s,Pre-2010,TS,57.0,True
1989208N20133,UNNAMED,1989,7,30.0,55.56,20.5,25.0,23.836842105263155,119.8,133.1,126.97894736842105,1989-07-27 00:00:00,1989-07-31 00:00:00,1980s,Pre-2010,TD,96.0,False
1989209N22130,KEN:LOLA,1989,7,40.0,74.08,20.9,23.2,21.633333333333333,129.5,134.8,131.90666666666667,1989-07-28 00:00:00,1989-07-29 18:00:00,1980s,Pre-2010,TS,42.0,False
1989221N17115,UNNAMED,1989,8,19.0,35.188,15.0,16.6,15.8,115.0,115.4,115.225,1989-08-09 03:00:00,1989-08-09 12:00:00,1980s,Pre-2010,TD,9.0,False
1989230N17137,UNNAMED,1989,8,23.0,42.596000000000004,20.9,24.2,22.756521739130434,122.0,134.8,127.87826086956521,1989-08-19 18:00:00,1989-08-22 12:00:00,1980s,Pre-2010,TD,66.0,False
1989235N26122,ROGER,1989,8,40.0,74.08,24.6,25.0,24.759999999999998,125.2,127.6,126.3,1989-08-25 03:00:00,1989-08-25 15:00:00,1980s,Pre-2010,TS,12.0,False
1989246N16159,SARAH,1989,9,123.0,227.79600000000002,17.7,24.9,20.80909090909091,121.3,135.0,125.2,1989-09-07 03:00:00,1989-09-12 12:00:00,1980s,Pre-2010,Cat 4,129.0,False
1989254N17145,VERA,1989,9,55.0,101.86,22.0,24.9,23.38888888888889,126.3,134.2,130.22222222222223,1989-09-13 18:00:00,1989-09-14 18:00:00,1980s,Pre-2010,TS,24.0,False
1989259N20126,WAYNE,1989,9,40.0,74.08,19.5,24.8,22.414285714285715,124.2,126.0,124.94285714285715,1989-09-16 06:00:00,1989-09-17 21:00:00,1980s,Pre-2010,TS,39.0,False
1989271N12142,ANGELA,1989,10,130.0,240.76000000000002,17.5,18.7,18.243750000000002,115.2,134.8,124.8875,1989-10-02 03:00:00,1989-10-08 00:00:00,1980s,Pre-2010,Cat 4,141.0,False
1989272N18120,BRIAN,1989,9,40.0,74.08,18.3,20.1,19.344444444444445,115.0,119.7,116.7388888888889,1989-09-28 18:00:00,1989-09-30 21:00:00,1980s,Pre-2010,TS,51.0,False
1989279N07151,DAN,1989,10,65.0,120.38000000000001,10.7,16.4,13.2,115.0,134.7,124.88181818181819,1989-10-09 03:00:00,1989-10-11 18:00:00,1980s,Pre-2010,Cat 1,63.0,False
1989286N14137,ELSIE,1989,10,140.0,259.28000000000003,15.5,17.3,16.514035087719297,115.0,135.0,127.03859649122806,1989-10-13 12:00:00,1989-10-20 12:00:00,1980s,Pre-2010,Cat 5,168.0,False
1989314N10152,HUNT,1989,11,90.0,166.68,11.8,16.7,14.401538461538461,115.9,134.9,125.36153846153846,1989-11-16 00:00:00,1989-11-24 00:00:00,1980s,Pre-2010,Cat 2,192.0,False
1989324N17174,IRMA,1989,11,140.0,259.28000000000003,12.9,20.3,15.629411764705882,130.6,135.0,132.20294117647057,1989-11-29 18:00:00,1989-12-03 21:00:00,1980s,Pre-2010,Cat 5,99.0,False
1989342N13137,UNNAMED,1989,12,23.0,42.596000000000004,13.3,13.7,13.5,133.0,134.8,133.94,1989-12-09 06:00:00,1989-12-09 18:00:00,1980s,Pre-2010,TD,12.0,False
1990117N04152,LEWIS,1990,5,15.0,27.78,19.0,19.0,19.0,134.2,134.8,134.5,1990-05-06 21:00:00,1990-05-07 00:00:00,1990s,Pre-2010,TD,3.0,False
1990129N05138,MARIAN,1990,5,80.0,148.16,5.2,24.8,9.864705882352942,115.3,135.0,124.32549019607843,1990-05-10 18:00:00,1990-05-19 09:00:00,1990s,Pre-2010,Cat 1,207.0,True
1990140N09122,UNNAMED,1990,5,29.0,53.708000000000006,8.9,14.5,11.94074074074074,115.0,122.6,120.28518518518518,1990-05-19 18:00:00,1990-05-23 00:00:00,1990s,Pre-2010,TD,78.0,True
1990163N08133,NATHAN,1990,6,30.0,55.56,8.3,17.7,12.010344827586207,115.6,133.0,126.04137931034482,1990-06-12 00:00:00,1990-06-15 12:00:00,1990s,Pre-2010,TD,84.0,True
1990166N06141,OFELIA,1990,6,90.0,166.68,9.2,24.9,14.328,121.1,134.5,126.88600000000001,1990-06-17 09:00:00,1990-06-23 12:00:00,1990s,Pre-2010,Cat 2,147.0,True
1990171N11148,PERCY,1990,6,115.0,212.98000000000002,10.0,24.9,17.568181818181817,117.3,134.4,123.55227272727274,1990-06-24 09:00:00,1990-06-29 18:00:00,1990s,Pre-2010,Cat 4,129.0,True
1990180N09159,ROBYN,1990,7,45.0,83.34,11.7,24.5,17.01818181818182,124.2,134.8,128.45454545454547,1990-07-05 18:00:00,1990-07-09 18:00:00,1990s,Pre-2010,TS,96.0,False
1990202N13130,TASHA,1990,7,55.0,101.86,13.0,24.3,18.69375,115.0,130.8,121.83125,1990-07-21 06:00:00,1990-07-31 03:00:00,1990s,Pre-2010,TS,237.0,False
1990208N18132,VERNON,1990,7,20.0,37.04,17.2,17.9,17.441176470588236,132.0,135.0,133.52941176470588,1990-07-26 12:00:00,1990-07-28 12:00:00,1990s,Pre-2010,TD,48.0,False
1990221N07162,YANCY,1990,8,90.0,166.68,18.2,25.0,22.31346153846154,116.3,134.8,124.33846153846154,1990-08-15 03:00:00,1990-08-23 03:00:00,1990s,Pre-2010,Cat 2,192.0,False
1990232N13141,BECKY,1990,8,70.0,129.64000000000001,16.0,19.5,17.588,115.1,134.9,126.738,1990-08-21 15:00:00,1990-08-27 18:00:00,1990s,Pre-2010,Cat 1,147.0,False
1990235N10152,ABE,1990,8,88.0,162.976,21.9,24.9,23.473333333333336,125.1,134.6,129.43333333333334,1990-08-28 03:00:00,1990-08-29 21:00:00,1990s,Pre-2010,Cat 2,42.0,False
1990245N16149,DOT,1990,9,75.0,138.9,17.1,24.8,21.75,115.5,134.3,123.728125,1990-09-05 06:00:00,1990-09-09 03:00:00,1990s,Pre-2010,Cat 1,93.0,False
1990245N20123,CECIL,1990,9,25.0,46.300000000000004,20.1,24.9,22.445454545454545,122.5,122.9,122.80909090909091,1990-09-02 06:00:00,1990-09-03 12:00:00,1990s,Pre-2010,TD,30.0,False
1990250N13157,ED,1990,9,73.0,135.196,16.7,20.1,18.837931034482757,115.0,134.6,123.95862068965518,1990-09-12 12:00:00,1990-09-16 00:00:00,1990s,Pre-2010,Cat 1,84.0,False
1990251N06171,FLO,1990,9,135.0,250.02,20.6,24.9,22.8,129.1,135.0,131.5875,1990-09-15 03:00:00,1990-09-17 00:00:00,1990s,Pre-2010,Cat 4,45.0,False
1990254N24114,DOT,1990,9,20.0,37.04,23.5,23.8,23.599999999999998,115.0,115.3,115.16666666666667,1990-09-10 21:00:00,1990-09-11 03:00:00,1990s,Pre-2010,TD,6.0,False
1990261N12141,GENE,1990,9,80.0,148.16,13.5,25.0,18.5,126.1,135.0,130.26279069767443,1990-09-21 15:00:00,1990-09-26 21:00:00,1990s,Pre-2010,Cat 1,126.0,False
1990271N13153,HATTIE,1990,10,90.0,166.68,20.8,24.8,23.03846153846154,127.8,134.6,130.8153846153846,1990-10-03 15:00:00,1990-10-05 03:00:00,1990s,Pre-2010,Cat 2,36.0,False
1990272N11121,IRA,1990,9,25.0,46.300000000000004,10.9,13.0,11.694444444444445,115.2,120.5,117.89999999999999,1990-09-29 06:00:00,1990-10-01 09:00:00,1990s,Pre-2010,TD,51.0,False
1990283N15129,JEANA,1990,10,20.0,37.04,13.0,14.9,14.086363636363636,115.3,129.0,122.2909090909091,1990-10-09 12:00:00,1990-10-12 03:00:00,1990s,Pre-2010,TD,63.0,False
1990288N15118,LOLA,1990,10,20.0,37.04,14.1,15.0,14.580000000000002,115.0,118.0,116.34,1990-10-15 06:00:00,1990-10-16 09:00:00,1990s,Pre-2010,TD,27.0,False
1990309N08167,PAGE,1990,11,140.0,259.28000000000003,11.8,24.8,15.874285714285715,126.0,134.8,129.1942857142857,1990-11-24 21:00:00,1990-11-29 03:00:00,1990s,Pre-2010,Cat 5,102.0,False
1990310N07152,MIKE,1990,11,150.0,277.8,7.9,13.2,9.9625,115.7,135.0,126.803125,1990-11-10 09:00:00,1990-11-14 06:00:00,1990s,Pre-2010,Cat 5,93.0,True
1990312N12121,NELL,1990,11,15.0,27.78,11.7,12.0,11.8,115.3,120.9,117.5111111111111,1990-11-08 06:00:00,1990-11-09 06:00:00,1990s,Pre-2010,TD,24.0,False
1990319N07197,OWEN,1990,12,30.0,55.56,5.9,14.2,10.460869565217392,123.3,134.9,129.59130434782608,1990-12-02 06:00:00,1990-12-05 00:00:00,1990s,Pre-2010,TD,66.0,True
1991062N04156,SHARON,1991,3,50.0,92.60000000000001,7.0,11.5,9.38529411764706,115.6,135.0,126.4970588235294,1991-03-10 18:00:00,1991-03-14 21:00:00,1990s,Pre-2010,TS,99.0,True
1991111N04145,VANESSA,1991,4,40.0,74.08,6.1,12.5,9.453125,115.3,134.6,124.9125,1991-04-22 15:00:00,1991-04-26 12:00:00,1990s,Pre-2010,TS,93.0,True
1991124N05152,WALT,1991,5,140.0,259.28000000000003,13.5,24.7,17.93076923076923,124.6,134.8,127.75641025641026,1991-05-11 09:00:00,1991-05-16 03:00:00,1990s,Pre-2010,Cat 5,114.0,False
