sid,name,year,month,max_wind_kt,max_wind_kmh,lat_min,lat_max,lat_mean,lon_min,lon_max,lon_mean,start_time,end_time,decade,era,category,duration_hours,reached_mindanao
1991163N11128,YUNYA,1991,6,100.0,185.20000000000002,11.0,22.4,15.782222222222224,119.6,127.9,123.1711111111111,1991-06-11 18:00:00,1991-06-17 06:00:00,1990s,Pre-2010,Cat 3,132.0,False
1991187N06139,ZEKE,1991,7,50.0,92.60000000000001,7.9,15.4,11.729411764705883,115.3,134.7,125.1,1991-07-07 06:00:00,1991-07-11 09:00:00,1990s,Pre-2010,TS,99.0,True
1991194N11147,AMY,1991,7,125.0,231.5,14.6,23.8,19.084375,115.2,134.7,125.99375,1991-07-15 18:00:00,1991-07-19 15:00:00,1990s,Pre-2010,Cat 4,93.0,False
1991196N06153,BRENDAN,1991,7,68.0,125.936,10.4,21.2,15.33076923076923,115.0,134.8,125.5102564102564,1991-07-18 18:00:00,1991-07-23 12:00:00,1990s,Pre-2010,Cat 1,114.0,False
1991200N05157,CAITLIN,1991,7,75.0,138.9,13.3,24.7,18.357575757575756,126.4,134.7,129.83939393939394,1991-07-23 03:00:00,1991-07-27 03:00:00,1990s,Pre-2010,Cat 1,96.0,False
1991220N10133,FRED,1991,8,68.0,125.936,10.3,20.1,15.553571428571429,115.0,132.9,123.89821428571429,1991-08-08 00:00:00,1991-08-14 21:00:00,1990s,Pre-2010,Cat 1,165.0,False
1991220N20160,ELLIE,1991,8,50.0,92.60000000000001,23.5,25.0,24.535714285714285,118.5,124.8,121.07857142857142,1991-08-16 21:00:00,1991-08-19 06:00:00,1990s,Pre-2010,TS,57.0,False
1991239N20133,HARRY,1991,8,25.0,46.300000000000004,19.7,25.0,22.405882352941177,132.7,134.7,133.91176470588235,1991-08-27 00:00:00,1991-08-29 00:00:00,1990s,Pre-2010,TD,48.0,False
1991244N19126,JOEL,1991,9,53.0,98.156,18.1,23.0,19.692682926829267,115.0,125.9,118.66097560975611,1991-09-01 00:00:00,1991-09-06 18:00:00,1990s,Pre-2010,TS,138.0,False
1991251N12138,KINNA,1991,9,60.0,111.12,20.3,24.8,22.581818181818182,128.5,134.4,131.16363636363636,1991-09-11 06:00:00,1991-09-12 12:00:00,1990s,Pre-2010,TS,30.0,False
1991256N13171,MIREILLE,1991,9,130.0,240.76000000000002,15.2,24.9,19.622857142857143,125.7,134.8,129.88571428571427,1991-09-21 21:00:00,1991-09-26 03:00:00,1990s,Pre-2010,Cat 4,102.0,False
1991256N14148,LUKE,1991,9,50.0,92.60000000000001,19.7,25.0,22.39375,130.2,135.0,131.99375,1991-09-16 00:00:00,1991-09-17 21:00:00,1990s,Pre-2010,TS,45.0,False
1991257N16130,NAT,1991,9,110.0,203.72,15.8,25.0,19.813103448275864,115.9,130.1,120.03448275862068,1991-09-14 00:00:00,1991-10-02 00:00:00,1990s,Pre-2010,Cat 3,432.0,False
1991274N14149,ORCHID,1991,10,113.0,209.276,18.9,25.0,20.583333333333332,130.3,134.7,131.75666666666666,1991-10-05 15:00:00,1991-10-09 06:00:00,1990s,Pre-2010,Cat 4,87.0,False
1991289N06156,RUTH,1991,10,145.0,268.54,14.6,24.8,18.57586206896552,119.7,134.8,125.00344827586207,1991-10-24 03:00:00,1991-10-31 06:00:00,1990s,Pre-2010,Cat 5,171.0,False
1991300N06149,UNNAMED,1991,11,25.0,46.300000000000004,12.0,12.0,12.0,135.0,135.0,135.0,1991-11-01 00:00:00,1991-11-01 00:00:00,1990s,Pre-2010,TD,0.0,False
1991301N08173,SETH,1991,11,115.0,212.98000000000002,14.5,19.6,18.060714285714287,115.0,134.9,125.425,1991-11-08 09:00:00,1991-11-15 06:00:00,1990s,Pre-2010,Cat 4,165.0,False
1991304N08140,THELMA,1991,11,45.0,83.34,10.3,13.5,12.182608695652174,115.3,134.7,126.7413043478261,1991-11-01 06:00:00,1991-11-06 21:00:00,1990s,Pre-2010,TS,135.0,False
1991317N09141,WILDA,1991,11,45.0,83.34,9.0,17.8,13.680851063829786,115.3,134.8,123.35531914893616,1991-11-13 21:00:00,1991-11-19 15:00:00,1990s,Pre-2010,TS,138.0,True
1992172N07144,BOBBIE,1992,6,120.0,222.24,9.6,24.8,15.920408163265307,123.8,134.6,128.02448979591836,1992-06-22 12:00:00,1992-06-28 12:00:00,1990s,Pre-2010,Cat 4,144.0,True
1992174N13126,CHUCK,1992,6,40.0,74.08,13.0,14.6,13.476666666666667,115.2,126.0,120.23,1992-06-21 18:00:00,1992-06-25 09:00:00,1990s,Pre-2010,TS,87.0,False
1992176N06145,DEANNA,1992,6,40.0,74.08,10.8,24.6,16.840740740740742,127.7,135.0,130.41851851851854,1992-06-30 00:00:00,1992-07-03 06:00:00,1990s,Pre-2010,TS,78.0,False
1992188N07156,ELI,1992,7,70.0,129.64000000000001,13.4,17.0,15.286363636363637,115.6,134.3,124.81363636363636,1992-07-09 09:00:00,1992-07-12 00:00:00,1990s,Pre-2010,Cat 1,63.0,False
1992194N07140,FAYE,1992,7,25.0,46.300000000000004,8.8,19.4,15.090625,115.3,134.6,124.821875,1992-07-12 15:00:00,1992-07-16 12:00:00,1990s,Pre-2010,TD,93.0,True
1992198N13135,GARY,1992,7,45.0,83.34,11.7,19.3,15.181818181818182,115.1,134.8,125.24772727272726,1992-07-16 06:00:00,1992-07-21 15:00:00,1990s,Pre-2010,TS,129.0,False
1992212N05154,JANIS,1992,8,113.0,209.276,20.3,24.8,22.41111111111111,130.7,134.6,132.65555555555554,1992-08-05 15:00:00,1992-08-06 15:00:00,1990s,Pre-2010,Cat 4,24.0,False
1992212N20135,IRVING,1992,7,30.0,55.56,20.6,24.8,22.32857142857143,130.7,134.9,132.21428571428572,1992-07-30 06:00:00,1992-08-01 18:00:00,1990s,Pre-2010,TD,60.0,False
1992227N13130,LOIS,1992,8,35.0,64.82000000000001,13.3,18.7,16.174193548387098,128.0,135.0,130.73548387096776,1992-08-13 12:00:00,1992-08-17 06:00:00,1990s,Pre-2010,TS,90.0,False
1992227N17112,MARK,1992,8,50.0,92.60000000000001,17.8,23.6,21.599999999999998,115.1,117.9,116.92830188679245,1992-08-14 09:00:00,1992-08-20 21:00:00,1990s,Pre-2010,TS,156.0,False
1992236N07159,OMAR,1992,8,118.0,218.536,18.1,24.5,22.25121951219512,115.1,134.6,125.05365853658536,1992-08-31 21:00:00,1992-09-05 21:00:00,1990s,Pre-2010,Cat 4,120.0,False
1992237N14144,POLLY,1992,8,55.0,101.86,19.6,24.9,22.283783783783782,121.0,134.4,125.65135135135137,1992-08-26 00:00:00,1992-08-30 12:00:00,1990s,Pre-2010,TS,108.0,False
1992239N19135,POLLY,1992,8,30.0,55.56,19.2,21.4,20.299999999999997,133.2,134.5,133.8111111111111,1992-08-26 06:00:00,1992-08-27 06:00:00,1990s,Pre-2010,TD,24.0,False
1992259N11159,TED,1992,9,65.0,120.38000000000001,15.4,24.3,18.5625,121.3,134.7,125.634375,1992-09-18 12:00:00,1992-09-22 09:00:00,1990s,Pre-2010,Cat 1,93.0,False
1992261N15116,UNNAMED,1992,9,19.0,35.188,15.0,15.4,15.2,115.0,115.6,115.3,1992-09-17 06:00:00,1992-09-17 18:00:00,1990s,Pre-2010,TD,12.0,False
1992277N16140,YVETTE,1992,10,155.0,287.06,15.1,24.6,17.493150684931507,125.6,134.7,129.03150684931506,1992-10-06 21:00:00,1992-10-15 21:00:00,1990s,Pre-2010,Cat 5,216.0,False
1992286N12115,ANGELA,1992,10,73.0,135.196,11.5,14.4,12.69795918367347,115.0,118.6,117.02244897959184,1992-10-12 18:00:00,1992-10-18 18:00:00,1990s,Pre-2010,Cat 1,144.0,False
1992289N08135,COLLEEN,1992,10,80.0,148.16,8.0,15.8,12.853125,115.5,134.9,129.759375,1992-10-15 00:00:00,1992-10-26 21:00:00,1990s,Pre-2010,Cat 1,285.0,True
1992302N06150,ELSIE,1992,11,145.0,268.54,18.4,24.3,21.12222222222222,133.8,135.0,134.23333333333332,1992-11-05 09:00:00,1992-11-06 09:00:00,1990s,Pre-2010,Cat 5,24.0,False
1992314N08141,FORREST,1992,11,28.0,51.856,9.1,10.5,9.654166666666667,115.9,134.6,125.41666666666667,1992-11-09 12:00:00,1992-11-12 09:00:00,1990s,Pre-2010,TD,69.0,True
1992318N06182,GAY,1992,11,115.0,212.98000000000002,16.4,25.0,19.930232558139537,129.8,134.8,131.1186046511628,1992-11-25 00:00:00,1992-11-30 06:00:00,1990s,Pre-2010,Cat 4,126.0,False
1993059N05136,UNNAMED,1993,2,25.0,46.300000000000004,5.2,8.4,7.355555555555556,122.8,135.0,128.36666666666667,1993-02-27 21:00:00,1993-03-02 00:00:00,1990s,Pre-2010,TD,51.0,True
1993096N08148,UNNAMED,1993,4,25.0,46.300000000000004,6.4,6.8,6.587096774193549,122.9,134.7,128.57419354838711,1993-04-10 18:00:00,1993-04-14 12:00:00,1990s,Pre-2010,TD,90.0,True
1993105N06165,UNNAMED,1993,4,30.0,55.56,6.5,7.0,6.813793103448275,123.2,134.8,129.31034482758622,1993-04-25 06:00:00,1993-04-28 18:00:00,1990s,Pre-2010,TD,84.0,True
1993164N04160,KORYN,1993,6,130.0,240.76000000000002,12.0,20.0,15.553125,115.3,134.7,125.7,1993-06-23 03:00:00,1993-06-27 00:00:00,1990s,Pre-2010,Cat 4,93.0,False
1993166N06131,UNNAMED,1993,6,30.0,55.56,6.3,15.5,10.492682926829268,119.6,131.1,127.51951219512196,1993-06-15 06:00:00,1993-06-20 06:00:00,1990s,Pre-2010,TD,120.0,True
1993185N09137,LEWIS,1993,7,63.0,116.676,7.9,16.8,10.990243902439024,115.1,135.0,126.7170731707317,1993-07-04 18:00:00,1993-07-09 18:00:00,1990s,Pre-2010,TS,120.0,True
1993193N08144,MARIAN,1993,7,45.0,83.34,9.5,20.1,14.91851851851852,122.9,134.3,127.5037037037037,1993-07-14 00:00:00,1993-07-17 06:00:00,1990s,Pre-2010,TS,78.0,True
1993205N15137,OFELIA,1993,7,43.0,79.63600000000001,24.0,24.8,24.4,134.2,134.8,134.5,1993-07-25 21:00:00,1993-07-26 00:00:00,1990s,Pre-2010,TS,3.0,False
1993207N19130,PERCY,1993,7,40.0,74.08,19.0,24.7,20.836363636363636,128.6,130.3,129.70909090909092,1993-07-25 18:00:00,1993-07-28 09:00:00,1990s,Pre-2010,TS,63.0,False
1993211N07161,ROBYN,1993,8,118.0,218.536,17.9,24.8,21.206666666666667,130.1,135.0,132.15333333333334,1993-08-06 15:00:00,1993-08-08 09:00:00,1990s,Pre-2010,Cat 4,42.0,False
1993215N08154,STEVE,1993,8,50.0,92.60000000000001,18.8,24.9,22.08823529411765,127.3,134.8,131.36470588235292,1993-08-11 06:00:00,1993-08-13 06:00:00,1990s,Pre-2010,TS,48.0,False
1993224N07153,TASHA,1993,8,65.0,120.38000000000001,8.9,19.9,16.484615384615385,115.1,134.5,124.36666666666667,1993-08-14 18:00:00,1993-08-19 12:00:00,1990s,Pre-2010,Cat 1,114.0,True
1993231N09134,WINONA,1993,8,45.0,83.34,9.0,17.9,12.85483870967742,115.0,134.0,122.38709677419355,1993-08-19 06:00:00,1993-08-26 21:00:00,1990s,Pre-2010,TS,183.0,True
1993240N17142,YANCY,1993,8,90.0,166.68,19.9,25.0,21.73333333333333,125.3,134.8,128.7962962962963,1993-08-29 18:00:00,1993-09-02 00:00:00,1990s,Pre-2010,Cat 2,78.0,False
1993246N16129,ZOLA,1993,9,45.0,83.34,16.0,25.0,19.41470588235294,128.0,131.0,129.64117647058825,1993-09-03 06:00:00,1993-09-07 09:00:00,1990s,Pre-2010,TS,99.0,False
1993250N17119,ABE,1993,9,110.0,203.72,17.3,23.5,20.105263157894736,115.2,124.1,120.79824561403508,1993-09-07 06:00:00,1993-09-14 06:00:00,1990s,Pre-2010,Cat 3,168.0,False
1993253N06150,BECKY,1993,9,63.0,116.676,11.2,20.9,16.48181818181818,115.1,134.6,125.2090909090909,1993-09-12 18:00:00,1993-09-16 18:00:00,1990s,Pre-2010,TS,96.0,False
1993261N11131,DOT,1993,9,20.0,37.04,11.0,25.0,16.129032258064516,115.0,130.5,122.08709677419354,1993-09-18 06:00:00,1993-09-27 18:00:00,1990s,Pre-2010,TD,228.0,False
1993270N07153,ED,1993,10,140.0,259.28000000000003,18.6,24.8,21.09090909090909,132.6,134.7,133.37272727272727,1993-10-03 15:00:00,1993-10-06 06:00:00,1990s,Pre-2010,Cat 5,63.0,False
1993271N14134,FLO,1993,9,68.0,125.936,13.8,24.7,16.744155844155845,119.7,134.0,126.73896103896104,1993-09-28 00:00:00,1993-10-07 12:00:00,1990s,Pre-2010,Cat 1,228.0,False
1993275N04159,GENE,1993,10,35.0,64.82000000000001,16.2,24.5,20.253846153846155,132.3,135.0,133.12307692307692,1993-10-08 15:00:00,1993-10-10 03:00:00,1990s,Pre-2010,TS,36.0,False
1993279N12114,UNNAMED,1993,10,25.0,46.300000000000004,12.5,21.7,17.37090909090909,115.0,125.4,121.52363636363637,1993-10-06 12:00:00,1993-10-13 06:00:00,1990s,Pre-2010,TD,162.0,False
1993298N11154,IRA,1993,10,120.0,222.24,13.4,18.1,15.7125,115.3,134.9,124.3525,1993-10-29 06:00:00,1993-11-03 03:00:00,1990s,Pre-2010,Cat 4,117.0,False
1993317N08149,UNNAMED,1993,11,25.0,46.300000000000004,7.1,9.2,8.035714285714286,125.6,134.6,129.1142857142857,1993-11-17 09:00:00,1993-11-19 00:00:00,1990s,Pre-2010,TD,39.0,True
1993322N09137,KYLE,1993,11,63.0,116.676,9.2,12.5,10.874285714285715,115.1,134.8,125.1,1993-11-18 03:00:00,1993-11-22 09:00:00,1990s,Pre-2010,TS,102.0,True
1993331N05172,LOLA,1993,12,80.0,148.16,11.6,14.3,13.227777777777778,115.2,134.1,123.61666666666666,1993-12-03 06:00:00,1993-12-07 15:00:00,1990s,Pre-2010,Cat 1,105.0,False
1993336N05164,MANNY,1993,12,118.0,218.536,10.8,16.7,13.291071428571428,115.0,134.9,125.52678571428571,1993-12-05 21:00:00,1993-12-12 18:00:00,1990s,Pre-2010,Cat 4,165.0,False
1993353N05159,NELL,1993,12,68.0,125.936,8.4,12.0,10.139024390243902,115.1,135.0,122.76097560975609,1993-12-24 15:00:00,1993-12-29 15:00:00,1990s,Pre-2010,Cat 1,120.0,True
1994001N05156,UNNAMED,1994,1,25.0,46.300000000000004,8.8,14.7,11.27,122.9,134.3,127.30999999999999,1994-01-04 03:00:00,1994-01-06 12:00:00,1990s,Pre-2010,TD,57.0,True
1994088N09148,OWEN,1994,3,75.0,138.9,10.2,18.5,12.597183098591549,115.7,134.9,123.12253521126762,1994-03-31 12:00:00,1994-04-09 06:00:00,1990s,Pre-2010,Cat 1,210.0,False
1994128N04155,PAGE,1994,5,40.0,74.08,15.9,15.9,15.9,135.0,135.0,135.0,1994-05-13 18:00:00,1994-05-13 18:00:00,1990s,Pre-2010,TS,0.0,False
1994134N05161,UNNAMED,1994,5,30.0,55.56,7.6,14.1,10.255263157894737,115.8,135.0,126.85526315789474,1994-05-21 03:00:00,1994-05-25 18:00:00,1990s,Pre-2010,TD,111.0,True
1994153N19113,RUSS,1994,6,55.0,101.86,19.5,20.1,19.9,115.0,117.1,116.3,1994-06-03 15:00:00,1994-06-06 09:00:00,1990s,Pre-2010,TS,66.0,False
1994169N06152,SHARON,1994,6,45.0,83.34,10.8,17.7,13.700000000000001,115.4,134.9,125.1875,1994-06-21 00:00:00,1994-06-23 21:00:00,1990s,Pre-2010,TS,69.0,False
1994181N17137,UNNAMED,1994,6,25.0,46.300000000000004,17.0,19.0,18.384615384615383,115.4,134.3,124.93846153846154,1994-06-29 21:00:00,1994-07-03 00:00:00,1990s,Pre-2010,TD,75.0,False
1994186N09139,TIM,1994,7,95.0,175.94,11.0,24.9,16.9,118.9,134.6,127.8575,1994-07-06 00:00:00,1994-07-10 21:00:00,1990s,Pre-2010,Cat 2,117.0,False
1994189N16117,VANESSA,1994,7,43.0,79.63600000000001,15.2,23.0,16.948275862068964,115.2,119.8,117.18275862068967,1994-07-08 00:00:00,1994-07-11 12:00:00,1990s,Pre-2010,TS,84.0,False
1994191N08141,ZEKE,1994,7,20.0,37.04,9.1,18.9,13.0,132.8,135.0,133.7,1994-07-12 18:00:00,1994-07-16 15:00:00,1990s,Pre-2010,TD,93.0,True
1994192N05139,WALT,1994,7,130.0,240.76000000000002,6.6,23.5,14.5203125,124.3,135.0,129.24375,1994-07-12 00:00:00,1994-07-19 21:00:00,1990s,Pre-2010,Cat 4,189.0,True
1994197N14115,YUNYA,1994,7,45.0,83.34,14.1,20.9,18.03488372093023,115.2,133.8,122.3813953488372,1994-07-16 12:00:00,1994-07-21 18:00:00,1990s,Pre-2010,TS,126.0,False
1994206N14131,BRENDAN,1994,7,35.0,64.82000000000001,13.9,24.6,17.597619047619048,125.4,130.6,127.7547619047619,1994-07-25 06:00:00,1994-07-30 09:00:00,1990s,Pre-2010,TS,123.0,False
1994210N16144,CAITLIN,1994,7,53.0,98.156,18.4,25.0,20.785714285714285,116.3,135.0,125.86000000000001,1994-07-31 03:00:00,1994-08-04 09:00:00,1990s,Pre-2010,TS,102.0,False
1994211N12152,DOUG,1994,8,140.0,259.28000000000003,15.0,24.7,18.428571428571427,122.2,134.6,127.67857142857143,1994-08-04 09:00:00,1994-08-07 18:00:00,1990s,Pre-2010,Cat 5,81.0,False
1994224N20152,FRED,1994,8,123.0,227.79600000000002,17.9,25.0,20.96551724137931,124.2,134.6,128.62413793103448,1994-08-17 03:00:00,1994-08-20 15:00:00,1990s,Pre-2010,Cat 4,84.0,False
1994231N12157,GLADYS,1994,8,80.0,148.16,21.8,24.9,22.81578947368421,121.0,134.9,127.64736842105265,1994-08-30 00:00:00,1994-09-01 06:00:00,1990s,Pre-2010,Cat 1,54.0,False
1994232N10144,HARRY,1994,8,38.0,70.376,13.9,19.2,16.38529411764706,115.1,134.6,124.38529411764706,1994-08-22 03:00:00,1994-08-26 06:00:00,1990s,Pre-2010,TS,99.0,False
1994242N12112,JOEL,1994,9,20.0,37.04,12.8,15.6,13.964705882352941,115.1,117.0,116.24117647058823,1994-09-01 00:00:00,1994-09-03 00:00:00,1990s,Pre-2010,TD,48.0,False
1994249N12136,UNNAMED,1994,9,30.0,55.56,12.4,14.7,13.05625,128.2,135.0,131.875,1994-09-06 15:00:00,1994-09-08 12:00:00,1990s,Pre-2010,TD,45.0,False
1994250N14133,LUKE,1994,9,40.0,74.08,13.7,20.3,16.85813953488372,115.1,132.5,124.93720930232558,1994-09-06 12:00:00,1994-09-11 18:00:00,1990s,Pre-2010,TS,126.0,False
1994259N12128,ORCHID,1994,9,128.0,237.056,12.0,24.8,16.5875,128.0,135.0,132.39375,1994-09-16 00:00:00,1994-09-26 21:00:00,1990s,Pre-2010,Cat 4,261.0,False
1994273N08176,SETH,1994,10,120.0,222.24,14.4,24.7,19.060714285714287,123.4,134.5,127.06071428571428,1994-10-06 06:00:00,1994-10-09 15:00:00,1990s,Pre-2010,Cat 4,81.0,False
1994287N08176,VERNE,1994,10,115.0,212.98000000000002,15.1,23.3,17.70263157894737,129.0,134.8,130.85526315789474,1994-10-20 18:00:00,1994-10-30 03:00:00,1990s,Pre-2010,Cat 4,225.0,False
1994287N14156,TERESA,1994,10,80.0,148.16,11.7,15.7,14.583783783783785,115.2,134.5,124.01891891891891,1994-10-18 06:00:00,1994-10-22 18:00:00,1990s,Pre-2010,Cat 1,108.0,False
1994298N25161,ZELDA,1994,11,135.0,250.02,21.4,24.8,23.0625,133.2,134.8,133.725,1994-11-05 15:00:00,1994-11-06 12:00:00,1990s,Pre-2010,Cat 4,21.0,False
1994345N06165,AXEL,1994,12,115.0,212.98000000000002,10.8,19.0,14.221875,115.0,134.9,121.7421875,1994-12-19 00:00:00,1994-12-27 06:00:00,1990s,Pre-2010,Cat 4,198.0,False
1994348N04175,BOBBIE,1994,12,30.0,55.56,19.9,21.5,20.48,134.4,134.9,134.6,1994-12-25 18:00:00,1994-12-26 06:00:00,1990s,Pre-2010,TD,12.0,False
1995148N07150,DEANNA,1995,5,50.0,92.60000000000001,8.6,24.6,16.124285714285715,117.7,134.3,121.76142857142857,1995-05-31 00:00:00,1995-06-08 15:00:00,1990s,Pre-2010,TS,207.0,True
1995193N06156,FAYE,1995,7,88.0,162.976,20.0,24.9,22.233333333333334,127.2,135.0,130.92777777777778,1995-07-19 03:00:00,1995-07-21 06:00:00,1990s,Pre-2010,Cat 2,51.0,False
1995206N15133,GARY,1995,7,65.0,120.38000000000001,15.1,24.8,18.294,116.8,133.2,121.63600000000001,1995-07-25 06:00:00,1995-07-31 09:00:00,1990s,Pre-2010,Cat 1,147.0,False
1995209N17122,UNNAMED,1995,7,35.0,64.82000000000001,17.0,18.9,18.023076923076925,121.7,122.7,122.37692307692308,1995-07-27 18:00:00,1995-07-29 06:00:00,1990s,Pre-2010,TS,36.0,False
1995215N12145,HELEN,1995,8,60.0,111.12,14.5,20.8,17.951282051282053,115.0,134.5,123.47179487179486,1995-08-06 18:00:00,1995-08-11 12:00:00,1990s,Pre-2010,TS,114.0,False
1995225N12124,IRVING,1995,8,15.0,27.78,11.6,13.8,12.875,115.1,124.0,119.28750000000001,1995-08-13 06:00:00,1995-08-16 03:00:00,1990s,Pre-2010,TD,69.0,False
1995229N12144,JANIS,1995,8,45.0,83.34,20.0,24.6,20.931250000000002,125.8,134.6,130.175,1995-08-19 09:00:00,1995-08-23 06:00:00,1990s,Pre-2010,TS,93.0,False
1995233N16115,LOIS,1995,8,28.0,51.856,17.0,17.5,17.19375,115.1,115.8,115.65625,1995-08-24 00:00:00,1995-08-25 21:00:00,1990s,Pre-2010,TD,45.0,False
1995233N23130,UNNAMED,1995,8,25.0,46.300000000000004,23.2,25.0,24.064285714285713,124.3,130.1,127.08571428571429,1995-08-21 00:00:00,1995-08-23 00:00:00,1990s,Pre-2010,TD,48.0,False
1995236N10134,KENT,1995,8,130.0,240.76000000000002,9.6,22.7,16.64406779661017,115.3,133.7,126.15254237288136,1995-08-24 00:00:00,1995-08-31 06:00:00,1990s,Pre-2010,Cat 4,174.0,True
1995244N08139,NINA,1995,9,35.0,64.82000000000001,10.4,17.0,14.80625,115.1,134.2,123.490625,1995-09-01 18:00:00,1995-09-05 15:00:00,1990s,Pre-2010,TS,93.0,False
1995247N05144,UNNAMED,1995,9,25.0,46.300000000000004,6.7,12.0,9.055555555555555,115.4,134.8,125.9962962962963,1995-09-05 12:00:00,1995-09-08 18:00:00,1990s,Pre-2010,TD,78.0,True
1995252N08142,POLLY,1995,9,45.0,83.34,11.6,19.4,15.819230769230769,122.6,135.0,126.07499999999999,1995-09-10 15:00:00,1995-09-17 00:00:00,1990s,Pre-2010,TS,153.0,False
1995258N14115,RYAN,1995,9,130.0,240.76000000000002,14.2,24.9,19.25,115.0,124.8,118.4875,1995-09-15 00:00:00,1995-09-22 18:00:00,1990s,Pre-2010,Cat 4,186.0,False
1995262N04161,UNNAMED,1995,9,25.0,46.300000000000004,6.1,11.8,9.10689655172414,115.2,134.6,124.8,1995-09-23 15:00:00,1995-09-27 03:00:00,1990s,Pre-2010,TD,84.0,True
1995264N06174,SIBYL,1995,9,93.0,172.23600000000002,7.7,17.8,12.338461538461539,115.0,134.9,124.81282051282051,1995-09-27 06:00:00,1995-10-02 00:00:00,1990s,Pre-2010,Cat 2,114.0,True
1995276N13124,UNNAMED,1995,10,20.0,37.04,12.9,14.7,13.405882352941177,115.3,123.6,119.5764705882353,1995-10-03 06:00:00,1995-10-05 06:00:00,1990s,Pre-2010,TD,48.0,False
1995277N07141,TED,1995,10,30.0,55.56,7.4,15.2,12.082051282051282,115.1,134.5,125.38974358974359,1995-10-04 12:00:00,1995-10-09 06:00:00,1990s,Pre-2010,TD,114.0,True
1995279N15153,VAL,1995,10,20.0,37.04,17.9,21.7,19.878947368421052,128.0,134.8,131.3684210526316,1995-10-15 06:00:00,1995-10-17 12:00:00,1990s,Pre-2010,TD,54.0,False
1995287N08163,WARD,1995,10,140.0,259.28000000000003,20.9,25.0,23.118181818181817,134.2,135.0,134.5,1995-10-19 12:00:00,1995-10-20 18:00:00,1990s,Pre-2010,Cat 5,30.0,False
1995292N08150,YVETTE,1995,10,43.0,79.63600000000001,10.0,13.5,12.034615384615384,115.1,134.4,124.98076923076923,1995-10-21 21:00:00,1995-10-25 00:00:00,1990s,Pre-2010,TS,75.0,True
1995293N05177,ANGELA,1995,10,155.0,287.06,11.7,15.1,13.646153846153847,115.4,134.9,125.58461538461539,1995-10-30 15:00:00,1995-11-04 09:00:00,1990s,Pre-2010,Cat 5,114.0,False
1995294N05163,ZACK,1995,10,113.0,209.276,8.2,13.5,10.54864864864865,115.1,134.8,125.01351351351352,1995-10-25 21:00:00,1995-10-30 09:00:00,1990s,Pre-2010,Cat 4,108.0,True
1995334N09129,UNNAMED,1995,11,30.0,55.56,8.9,13.7,11.74888888888889,120.4,129.1,125.84666666666668,1995-11-30 00:00:00,1995-12-05 12:00:00,1990s,Pre-2010,TD,132.0,True
1995357N07139,DAN,1995,12,55.0,101.86,7.5,18.4,10.997916666666667,127.7,134.7,130.17499999999998,1995-12-24 15:00:00,1995-12-30 12:00:00,1990s,Pre-2010,TS,141.0,True
1996054N04149,UNNAMED,1996,2,20.0,37.04,8.7,9.0,8.9,130.7,134.5,132.6,1996-02-27 18:00:00,1996-02-28 09:00:00,1990s,Pre-2010,TD,15.0,True
1996058N06137,UNNAMED,1996,2,35.0,64.82000000000001,6.5,10.9,9.406666666666666,119.7,134.4,126.56333333333333,1996-02-27 09:00:00,1996-03-02 00:00:00,1990s,Pre-2010,TS,87.0,True
1996090N04150,ANN,1996,4,40.0,74.08,9.0,12.1,11.271428571428572,120.1,134.7,124.60714285714286,1996-04-04 21:00:00,1996-04-11 18:00:00,1990s,Pre-2010,TS,165.0,True
1996128N07138,BART,1996,5,125.0,231.5,10.1,24.1,16.26607142857143,124.7,134.4,128.09642857142856,1996-05-10 18:00:00,1996-05-17 15:00:00,1990s,Pre-2010,Cat 4,165.0,False
1996137N13111,CAM,1996,5,60.0,111.12,16.8,25.0,20.32972972972973,115.1,132.0,121.15945945945946,1996-05-20 00:00:00,1996-05-24 12:00:00,1990s,Pre-2010,TS,108.0,False
1996192N19152,EVE,1996,7,85.0,157.42000000000002,24.4,24.8,24.6,134.6,134.9,134.75,1996-07-16 03:00:00,1996-07-16 06:00:00,1990s,Pre-2010,Cat 2,3.0,False
1996201N07137,GLORIA,1996,7,90.0,166.68,9.5,25.0,16.436363636363637,117.4,135.0,126.06727272727272,1996-07-20 06:00:00,1996-07-27 00:00:00,1990s,Pre-2010,Cat 2,162.0,True
1996202N17115,FRANKIE,1996,7,23.0,42.596000000000004,15.8,16.6,16.233333333333334,115.2,115.8,115.51666666666667,1996-07-19 18:00:00,1996-07-20 09:00:00,1990s,Pre-2010,TD,15.0,False
1996203N12152,HERB,1996,7,128.0,237.056,18.3,24.8,20.876315789473683,121.2,134.7,128.4973684210526,1996-07-27 06:00:00,1996-07-31 18:00:00,1990s,Pre-2010,Cat 4,108.0,False
1996210N05156,KIRK,1996,8,80.0,148.16,15.3,25.0,23.458823529411767,130.0,134.7,132.09411764705882,1996-08-03 06:00:00,1996-08-11 09:00:00,1990s,Pre-2010,Cat 1,195.0,False
1996217N16111,LISA,1996,8,40.0,74.08,20.7,24.9,23.1625,115.5,117.8,117.0125,1996-08-06 03:00:00,1996-08-07 00:00:00,1990s,Pre-2010,TS,21.0,False
1996227N08156,NIKI,1996,8,78.0,144.45600000000002,12.8,17.7,16.815625,115.5,135.0,126.28125,1996-08-16 21:00:00,1996-08-20 18:00:00,1990s,Pre-2010,Cat 1,93.0,False
