sid,name,datetime,lat,lon,wind_kt,wind_kmh,year,month,category,decade,era,track_order,opacity,line_color
1980076N06148,UNNAMED,1980-03-20 15:00:00,9.1,134.8,25.0,46.300000000000004,1980,3,TD,1980s,Pre-2010,1,0.3,Gray
1980076N06148,UNNAMED,1980-03-20 18:00:00,9.1,134.6,25.0,46.300000000000004,1980,3,TD,1980s,Pre-2010,2,0.3,Gray
1980076N06148,UNNAMED,1980-03-20 21:00:00,9.2,134.3,25.0,46.300000000000004,1980,3,TD,1980s,Pre-2010,3,0.3,Gray
1980076N06148,UNNAMED,1980-03-21 00:00:00,9.2,134.1,25.0,46.300000000000004,1980,3,TD,1980s,Pre-2010,4,0.3,Gray
1980076N06148,UNNAMED,1980-03-21 03:00:00,9.3,133.8,25.0,46.300000000000004,1980,3,TD,1980s,Pre-2010,5,0.3,Gray
1980076N06148,UNNAMED,1980-03-21 06:00:00,9.3,133.4,25.0,46.300000000000004,1980,3,TD,1980s,Pre-2010,6,0.3,Gray
1980076N06148,UNNAMED,1980-03-21 09:00:00,9.3,132.9,25.0,46.300000000000004,1980,3,TD,1980s,Pre-2010,7,0.3,Gray
1980076N06148,UNNAMED,1980-03-21 12:00:00,9.4,132.3,25.0,46.300000000000004,1980,3,TD,1980s,Pre-2010,8,0.3,Gray
1980076N06148,UNNAMED,1980-03-21 15:00:00,9.7,131.6,25.0,46.300000000000004,1980,3,TD,1980s,Pre-2010,9,0.3,Gray
1980076N06148,UNNAMED,1980-03-21 18:00:00,10.0,131.0,25.0,46.300000000000004,1980,3,TD,1980s,Pre-2010,10,0.3,Gray
1980076N06148,UNNAMED,1980-03-21 21:00:00,10.2,130.4,25.0,46.300000000000004,1980,3,TD,1980s,Pre-2010,11,0.3,Gray
1980076N06148,UNNAMED,1980-03-22 00:00:00,10.4,129.9,25.0,46.300000000000004,1980,3,TD,1980s,Pre-2010,12,0.3,Gray
1980076N06148,UNNAMED,1980-03-22 03:00:00,10.5,129.6,25.0,46.300000000000004,1980,3,TD,1980s,Pre-2010,13,0.3,Gray
1980076N06148,UNNAMED,1980-03-22 06:00:00,10.6,129.3,25.0,46.300000000000004,1980,3,TD,1980s,Pre-2010,14,0.3,Gray
1980076N06148,UNNAMED,1980-03-22 09:00:00,10.7,129.0,25.0,46.300000000000004,1980,3,TD,1980s,Pre-2010,15,0.3,Gray
1980076N06148,UNNAMED,1980-03-22 12:00:00,10.8,128.7,25.0,46.300000000000004,1980,3,TD,1980s,Pre-2010,16,0.3,Gray
1980076N06148,UNNAMED,1980-03-22 15:00:00,10.9,128.4,25.0,46.300000000000004,1980,3,TD,1980s,Pre-2010,17,0.3,Gray
1980076N06148,UNNAMED,1980-03-22 18:00:00,10.9,128.1,25.0,46.300000000000004,1980,3,TD,1980s,Pre-2010,18,0.3,Gray
1980076N06148,UNNAMED,1980-03-22 21:00:00,11.0,127.8,28.0,51.856,1980,3,TD,1980s,Pre-2010,19,0.3,Gray
1980076N06148,UNNAMED,1980-03-23 00:00:00,11.2,127.5,30.0,55.56,1980,3,TD,1980s,Pre-2010,20,0.3,Gray
1980076N06148,UNNAMED,1980-03-23 03:00:00,11.3,127.1,30.0,55.56,1980,3,TD,1980s,Pre-2010,21,0.3,Gray
1980076N06148,UNNAMED,1980-03-23 06:00:00,11.5,126.7,30.0,55.56,1980,3,TD,1980s,Pre-2010,22,0.3,Gray
1980076N06148,UNNAMED,1980-03-23 09:00:00,11.7,126.3,30.0,55.56,1980,3,TD,1980s,Pre-2010,23,0.3,Gray
1980076N06148,UNNAMED,1980-03-23 12:00:00,11.9,125.8,30.0,55.56,1980,3,TD,1980s,Pre-2010,24,0.3,Gray
1980076N06148,UNNAMED,1980-03-23 15:00:00,12.1,125.3,30.0,55.56,1980,3,TD,1980s,Pre-2010,25,0.3,Gray
1980076N06148,UNNAMED,1980-03-23 18:00:00,12.3,124.8,30.0,55.56,1980,3,TD,1980s,Pre-2010,26,0.3,Gray
1980076N06148,UNNAMED,1980-03-23 21:00:00,12.6,124.3,30.0,55.56,1980,3,TD,1980s,Pre-2010,27,0.3,Gray
1980076N06148,UNNAMED,1980-03-24 00:00:00,12.8,123.8,30.0,55.56,1980,3,TD,1980s,Pre-2010,28,0.3,Gray
1980076N06148,UNNAMED,1980-03-24 03:00:00,13.1,123.2,25.0,46.300000000000004,1980,3,TD,1980s,Pre-2010,29,0.3,Gray
1980076N06148,UNNAMED,1980-03-24 06:00:00,13.3,122.7,20.0,37.04,1980,3,TD,1980s,Pre-2010,30,0.3,Gray
1980076N06148,UNNAMED,1980-03-24 09:00:00,13.4,122.3,20.0,37.04,1980,3,TD,1980s,Pre-2010,31,0.3,Gray
1980076N06148,UNNAMED,1980-03-24 12:00:00,13.5,121.9,20.0,37.04,1980,3,TD,1980s,Pre-2010,32,0.3,Gray
1980076N06148,UNNAMED,1980-03-24 15:00:00,13.6,121.5,18.0,33.336,1980,3,TD,1980s,Pre-2010,33,0.3,Gray
1980076N06148,UNNAMED,1980-03-24 18:00:00,13.7,121.2,15.0,27.78,1980,3,TD,1980s,Pre-2010,34,0.3,Gray
1980076N06148,UNNAMED,1980-03-24 21:00:00,13.7,120.9,15.0,27.78,1980,3,TD,1980s,Pre-2010,35,0.3,Gray
1980076N06148,UNNAMED,1980-03-25 00:00:00,13.7,120.6,15.0,27.78,1980,3,TD,1980s,Pre-2010,36,0.3,Gray
1980076N06148,UNNAMED,1980-03-25 03:00:00,13.5,120.4,23.0,42.596000000000004,1980,3,TD,1980s,Pre-2010,37,0.3,Gray
1980076N06148,UNNAMED,1980-03-25 06:00:00,13.5,120.0,23.0,42.596000000000004,1980,3,TD,1980s,Pre-2010,38,0.3,Gray
1980076N06148,UNNAMED,1980-03-25 09:00:00,13.4,119.6,23.0,42.596000000000004,1980,3,TD,1980s,Pre-2010,39,0.3,Gray
1980076N06148,UNNAMED,1980-03-25 12:00:00,13.3,119.3,23.0,42.596000000000004,1980,3,TD,1980s,Pre-2010,40,0.3,Gray
1980076N06148,UNNAMED,1980-03-25 15:00:00,13.2,119.0,23.0,42.596000000000004,1980,3,TD,1980s,Pre-2010,41,0.3,Gray
1980076N06148,UNNAMED,1980-03-25 18:00:00,13.0,118.6,23.0,42.596000000000004,1980,3,TD,1980s,Pre-2010,42,0.3,Gray
1980076N06148,UNNAMED,1980-03-25 21:00:00,12.9,118.2,23.0,42.596000000000004,1980,3,TD,1980s,Pre-2010,43,0.3,Gray
1980076N06148,UNNAMED,1980-03-26 00:00:00,12.8,117.9,23.0,42.596000000000004,1980,3,TD,1980s,Pre-2010,44,0.3,Gray
1980076N06148,UNNAMED,1980-03-26 03:00:00,12.7,117.6,23.0,42.596000000000004,1980,3,TD,1980s,Pre-2010,45,0.3,Gray
1980076N06148,UNNAMED,1980-03-26 06:00:00,12.7,117.3,23.0,42.596000000000004,1980,3,TD,1980s,Pre-2010,46,0.3,Gray
1980076N06148,UNNAMED,1980-03-26 09:00:00,12.6,117.0,23.0,42.596000000000004,1980,3,TD,1980s,Pre-2010,47,0.3,Gray
1980076N06148,UNNAMED,1980-03-26 12:00:00,12.5,116.7,23.0,42.596000000000004,1980,3,TD,1980s,Pre-2010,48,0.3,Gray
1980076N06148,UNNAMED,1980-03-26 15:00:00,12.5,116.4,23.0,42.596000000000004,1980,3,TD,1980s,Pre-2010,49,0.3,Gray
1980076N06148,UNNAMED,1980-03-26 18:00:00,12.4,116.0,23.0,42.596000000000004,1980,3,TD,1980s,Pre-2010,50,0.3,Gray
1980076N06148,UNNAMED,1980-03-26 21:00:00,12.3,115.6,23.0,42.596000000000004,1980,3,TD,1980s,Pre-2010,51,0.3,Gray
1980076N06148,UNNAMED,1980-03-27 00:00:00,12.2,115.2,23.0,42.596000000000004,1980,3,TD,1980s,Pre-2010,52,0.3,Gray
1980126N08150,DOM,1980-05-10 06:00:00,10.4,134.8,30.0,55.56,1980,5,TD,1980s,Pre-2010,1,0.3,Gray
1980126N08150,DOM,1980-05-10 09:00:00,10.7,134.2,30.0,55.56,1980,5,TD,1980s,Pre-2010,2,0.3,Gray
1980126N08150,DOM,1980-05-10 12:00:00,11.0,133.6,30.0,55.56,1980,5,TD,1980s,Pre-2010,3,0.3,Gray
1980126N08150,DOM,1980-05-10 15:00:00,11.2,133.0,33.0,61.116,1980,5,TD,1980s,Pre-2010,4,0.3,Gray
1980126N08150,DOM,1980-05-10 18:00:00,11.3,132.4,35.0,64.82000000000001,1980,5,TS,1980s,Pre-2010,5,0.3,Gray
1980126N08150,DOM,1980-05-10 21:00:00,11.5,131.9,38.0,70.376,1980,5,TS,1980s,Pre-2010,6,0.3,Gray
1980126N08150,DOM,1980-05-11 00:00:00,11.6,131.4,40.0,74.08,1980,5,TS,1980s,Pre-2010,7,0.3,Gray
1980126N08150,DOM,1980-05-11 03:00:00,11.7,130.9,43.0,79.63600000000001,1980,5,TS,1980s,Pre-2010,8,0.3,Gray
1980126N08150,DOM,1980-05-11 06:00:00,11.9,130.4,45.0,83.34,1980,5,TS,1980s,Pre-2010,9,0.3,Gray
1980126N08150,DOM,1980-05-11 09:00:00,12.1,129.9,48.0,88.896,1980,5,TS,1980s,Pre-2010,10,0.3,Gray
1980126N08150,DOM,1980-05-11 12:00:00,12.4,129.3,45.0,83.34,1980,5,TS,1980s,Pre-2010,11,0.3,Gray
1980126N08150,DOM,1980-05-11 15:00:00,12.7,128.7,53.0,98.156,1980,5,TS,1980s,Pre-2010,12,0.3,Gray
1980126N08150,DOM,1980-05-11 18:00:00,13.0,128.0,50.0,92.60000000000001,1980,5,TS,1980s,Pre-2010,13,0.3,Gray
1980126N08150,DOM,1980-05-11 21:00:00,13.3,127.4,58.0,107.41600000000001,1980,5,TS,1980s,Pre-2010,14,0.3,Gray
1980126N08150,DOM,1980-05-12 00:00:00,13.6,126.8,50.0,92.60000000000001,1980,5,TS,1980s,Pre-2010,15,0.3,Gray
1980126N08150,DOM,1980-05-12 03:00:00,13.9,126.3,63.0,116.676,1980,5,TS,1980s,Pre-2010,16,0.3,Gray
1980126N08150,DOM,1980-05-12 06:00:00,14.2,125.9,55.0,101.86,1980,5,TS,1980s,Pre-2010,17,0.3,Gray
1980126N08150,DOM,1980-05-12 09:00:00,14.5,125.4,68.0,125.936,1980,5,Cat 1,1980s,Pre-2010,18,0.3,Gray
1980126N08150,DOM,1980-05-12 12:00:00,14.9,125.0,60.0,111.12,1980,5,TS,1980s,Pre-2010,19,0.3,Gray
1980126N08150,DOM,1980-05-12 15:00:00,15.2,124.7,73.0,135.196,1980,5,Cat 1,1980s,Pre-2010,20,0.3,Gray
1980126N08150,DOM,1980-05-12 18:00:00,15.5,124.4,60.0,111.12,1980,5,TS,1980s,Pre-2010,21,0.3,Gray
1980126N08150,DOM,1980-05-12 21:00:00,15.7,124.1,78.0,144.45600000000002,1980,5,Cat 1,1980s,Pre-2010,22,0.3,Gray
1980126N08150,DOM,1980-05-13 00:00:00,16.0,123.9,70.0,129.64000000000001,1980,5,Cat 1,1980s,Pre-2010,23,0.3,Gray
1980126N08150,DOM,1980-05-13 03:00:00,16.2,123.8,85.0,157.42000000000002,1980,5,Cat 2,1980s,Pre-2010,24,0.3,Gray
1980126N08150,DOM,1980-05-13 06:00:00,16.4,123.6,70.0,129.64000000000001,1980,5,Cat 1,1980s,Pre-2010,25,0.3,Gray
1980126N08150,DOM,1980-05-13 09:00:00,16.5,123.4,88.0,162.976,1980,5,Cat 2,1980s,Pre-2010,26,0.3,Gray
1980126N08150,DOM,1980-05-13 12:00:00,16.7,123.3,85.0,157.42000000000002,1980,5,Cat 2,1980s,Pre-2010,27,0.3,Gray
1980126N08150,DOM,1980-05-13 15:00:00,16.9,123.2,83.0,153.716,1980,5,Cat 2,1980s,Pre-2010,28,0.3,Gray
1980126N08150,DOM,1980-05-13 18:00:00,17.0,123.1,85.0,157.42000000000002,1980,5,Cat 2,1980s,Pre-2010,29,0.3,Gray
1980126N08150,DOM,1980-05-13 21:00:00,17.1,122.9,78.0,144.45600000000002,1980,5,Cat 1,1980s,Pre-2010,30,0.3,Gray
1980126N08150,DOM,1980-05-14 00:00:00,17.2,122.8,70.0,129.64000000000001,1980,5,Cat 1,1980s,Pre-2010,31,0.3,Gray
1980126N08150,DOM,1980-05-14 03:00:00,17.3,122.7,70.0,129.64000000000001,1980,5,Cat 1,1980s,Pre-2010,32,0.3,Gray
1980126N08150,DOM,1980-05-14 06:00:00,17.3,122.7,70.0,129.64000000000001,1980,5,Cat 1,1980s,Pre-2010,33,0.3,Gray
1980126N08150,DOM,1980-05-14 09:00:00,17.4,122.6,60.0,111.12,1980,5,TS,1980s,Pre-2010,34,0.3,Gray
1980126N08150,DOM,1980-05-14 12:00:00,17.5,122.5,70.0,129.64000000000001,1980,5,Cat 1,1980s,Pre-2010,35,0.3,Gray
1980126N08150,DOM,1980-05-14 15:00:00,17.6,122.5,53.0,98.156,1980,5,TS,1980s,Pre-2010,36,0.3,Gray
1980126N08150,DOM,1980-05-14 18:00:00,17.7,122.5,60.0,111.12,1980,5,TS,1980s,Pre-2010,37,0.3,Gray
1980126N08150,DOM,1980-05-14 21:00:00,17.9,122.4,48.0,88.896,1980,5,TS,1980s,Pre-2010,38,0.3,Gray
1980126N08150,DOM,1980-05-15 00:00:00,18.0,122.4,55.0,101.86,1980,5,TS,1980s,Pre-2010,39,0.3,Gray
1980126N08150,DOM,1980-05-15 03:00:00,18.1,122.5,48.0,88.896,1980,5,TS,1980s,Pre-2010,40,0.3,Gray
1980126N08150,DOM,1980-05-15 06:00:00,18.3,122.5,55.0,101.86,1980,5,TS,1980s,Pre-2010,41,0.3,Gray
1980126N08150,DOM,1980-05-15 09:00:00,18.4,122.5,53.0,98.156,1980,5,TS,1980s,Pre-2010,42,0.3,Gray
1980126N08150,DOM,1980-05-15 12:00:00,18.6,122.6,55.0,101.86,1980,5,TS,1980s,Pre-2010,43,0.3,Gray
1980126N08150,DOM,1980-05-15 15:00:00,18.8,122.6,58.0,107.41600000000001,1980,5,TS,1980s,Pre-2010,44,0.3,Gray
1980126N08150,DOM,1980-05-15 18:00:00,19.1,122.7,50.0,92.60000000000001,1980,5,TS,1980s,Pre-2010,45,0.3,Gray
1980126N08150,DOM,1980-05-15 21:00:00,19.3,122.7,63.0,116.676,1980,5,TS,1980s,Pre-2010,46,0.3,Gray
1980126N08150,DOM,1980-05-16 00:00:00,19.4,122.9,50.0,92.60000000000001,1980,5,TS,1980s,Pre-2010,47,0.3,Gray
1980126N08150,DOM,1980-05-16 03:00:00,19.6,123.1,65.0,120.38000000000001,1980,5,Cat 1,1980s,Pre-2010,48,0.3,Gray
1980126N08150,DOM,1980-05-16 06:00:00,19.8,123.3,55.0,101.86,1980,5,TS,1980s,Pre-2010,49,0.3,Gray
1980126N08150,DOM,1980-05-16 09:00:00,19.9,123.6,65.0,120.38000000000001,1980,5,Cat 1,1980s,Pre-2010,50,0.3,Gray
1980126N08150,DOM,1980-05-16 12:00:00,20.0,124.0,55.0,101.86,1980,5,TS,1980s,Pre-2010,51,0.3,Gray
1980126N08150,DOM,1980-05-16 15:00:00,20.1,124.3,65.0,120.38000000000001,1980,5,Cat 1,1980s,Pre-2010,52,0.3,Gray
1980126N08150,DOM,1980-05-16 18:00:00,20.2,124.6,55.0,101.86,1980,5,TS,1980s,Pre-2010,53,0.3,Gray
1980126N08150,DOM,1980-05-16 21:00:00,20.4,125.0,63.0,116.676,1980,5,TS,1980s,Pre-2010,54,0.3,Gray
1980126N08150,DOM,1980-05-17 00:00:00,20.6,125.4,65.0,120.38000000000001,1980,5,Cat 1,1980s,Pre-2010,55,0.3,Gray
1980126N08150,DOM,1980-05-17 03:00:00,20.7,125.7,60.0,111.12,1980,5,TS,1980s,Pre-2010,56,0.3,Gray
1980126N08150,DOM,1980-05-17 06:00:00,20.9,126.0,65.0,120.38000000000001,1980,5,Cat 1,1980s,Pre-2010,57,0.3,Gray
1980126N08150,DOM,1980-05-17 09:00:00,21.0,126.2,58.0,107.41600000000001,1980,5,TS,1980s,Pre-2010,58,0.3,Gray
1980126N08150,DOM,1980-05-17 12:00:00,21.1,126.5,60.0,111.12,1980,5,TS,1980s,Pre-2010,59,0.3,Gray
1980126N08150,DOM,1980-05-17 15:00:00,21.2,126.8,53.0,98.156,1980,5,TS,1980s,Pre-2010,60,0.3,Gray
1980126N08150,DOM,1980-05-17 18:00:00,21.2,127.0,55.0,101.86,1980,5,TS,1980s,Pre-2010,61,0.3,Gray
1980126N08150,DOM,1980-05-17 21:00:00,21.2,127.2,48.0,88.896,1980,5,TS,1980s,Pre-2010,62,0.3,Gray
1980126N08150,DOM,1980-05-18 00:00:00,21.1,127.4,55.0,101.86,1980,5,TS,1980s,Pre-2010,63,0.3,Gray
1980126N08150,DOM,1980-05-18 03:00:00,21.0,127.4,43.0,79.63600000000001,1980,5,TS,1980s,Pre-2010,64,0.3,Gray
1980126N08150,DOM,1980-05-18 06:00:00,20.9,127.3,55.0,101.86,1980,5,TS,1980s,Pre-2010,65,0.3,Gray
1980126N08150,DOM,1980-05-18 09:00:00,20.8,127.2,38.0,70.376,1980,5,TS,1980s,Pre-2010,66,0.3,Gray
1980126N08150,DOM,1980-05-18 12:00:00,20.7,127.1,50.0,92.60000000000001,1980,5,TS,1980s,Pre-2010,67,0.3,Gray
1980126N08150,DOM,1980-05-18 15:00:00,20.7,127.0,33.0,61.116,1980,5,TD,1980s,Pre-2010,68,0.3,Gray
1980126N08150,DOM,1980-05-18 18:00:00,20.6,126.9,45.0,83.34,1980,5,TS,1980s,Pre-2010,69,0.3,Gray
1980126N08150,DOM,1980-05-18 21:00:00,20.6,126.5,30.0,55.56,1980,5,TD,1980s,Pre-2010,70,0.3,Gray
1980126N08150,DOM,1980-05-19 00:00:00,20.7,126.1,40.0,74.08,1980,5,TS,1980s,Pre-2010,71,0.3,Gray
1980126N08150,DOM,1980-05-19 03:00:00,20.8,125.9,28.0,51.856,1980,5,TD,1980s,Pre-2010,72,0.3,Gray
1980126N08150,DOM,1980-05-19 06:00:00,21.0,125.9,40.0,74.08,1980,5,TS,1980s,Pre-2010,73,0.3,Gray
1980126N08150,DOM,1980-05-19 09:00:00,21.1,125.9,25.0,46.300000000000004,1980,5,TD,1980s,Pre-2010,74,0.3,Gray
1980126N08150,DOM,1980-05-19 12:00:00,21.2,126.0,40.0,74.08,1980,5,TS,1980s,Pre-2010,75,0.3,Gray
1980126N08150,DOM,1980-05-19 15:00:00,21.3,126.1,23.0,42.596000000000004,1980,5,TD,1980s,Pre-2010,76,0.3,Gray
1980126N08150,DOM,1980-05-19 18:00:00,21.3,126.2,40.0,74.08,1980,5,TS,1980s,Pre-2010,77,0.3,Gray
1980126N08150,DOM,1980-05-19 21:00:00,21.4,126.3,20.0,37.04,1980,5,TD,1980s,Pre-2010,78,0.3,Gray
1980126N08150,DOM,1980-05-20 00:00:00,21.5,126.4,35.0,64.82000000000001,1980,5,TS,1980s,Pre-2010,79,0.3,Gray
1980126N08150,DOM,1980-05-20 03:00:00,21.6,126.7,35.0,64.82000000000001,1980,5,TS,1980s,Pre-2010,80,0.3,Gray
1980126N08150,DOM,1980-05-20 06:00:00,21.8,127.0,35.0,64.82000000000001,1980,5,TS,1980s,Pre-2010,81,0.3,Gray
1980126N08150,DOM,1980-05-20 09:00:00,22.0,127.3,26.0,48.152,1980,5,TD,1980s,Pre-2010,82,0.3,Gray
1980126N08150,DOM,1980-05-20 12:00:00,22.3,127.7,23.0,42.596000000000004,1980,5,TD,1980s,Pre-2010,83,0.3,Gray
1980126N08150,DOM,1980-05-20 15:00:00,22.6,128.3,30.0,55.56,1980,5,TD,1980s,Pre-2010,84,0.3,Gray
1980126N08150,DOM,1980-05-20 18:00:00,23.0,129.0,30.0,55.56,1980,5,TD,1980s,Pre-2010,85,0.3,Gray
1980126N08150,DOM,1980-05-20 21:00:00,23.4,129.8,30.0,55.56,1980,5,TD,1980s,Pre-2010,86,0.3,Gray
1980126N08150,DOM,1980-05-21 00:00:00,23.9,130.8,30.0,55.56,1980,5,TD,1980s,Pre-2010,87,0.3,Gray
1980126N08150,DOM,1980-05-21 03:00:00,24.5,132.0,,,1980,5,Unknown,1980s,Pre-2010,88,0.3,Gray
1980126N08150,DOM,1980-05-21 06:00:00,25.0,133.0,,,1980,5,Unknown,1980s,Pre-2010,89,0.3,Gray
1980137N04158,FORREST,1980-05-22 18:00:00,10.8,134.1,45.0,83.34,1980,5,TS,1980s,Pre-2010,1,0.3,Gray
1980137N04158,FORREST,1980-05-22 21:00:00,10.8,133.2,45.0,83.34,1980,5,TS,1980s,Pre-2010,2,0.3,Gray
1980137N04158,FORREST,1980-05-23 00:00:00,10.9,132.4,50.0,92.60000000000001,1980,5,TS,1980s,Pre-2010,3,0.3,Gray
1980137N04158,FORREST,1980-05-23 03:00:00,11.0,131.7,45.0,83.34,1980,5,TS,1980s,Pre-2010,4,0.3,Gray
1980137N04158,FORREST,1980-05-23 06:00:00,11.2,131.0,50.0,92.60000000000001,1980,5,TS,1980s,Pre-2010,5,0.3,Gray
1980137N04158,FORREST,1980-05-23 09:00:00,11.4,130.3,45.0,83.34,1980,5,TS,1980s,Pre-2010,6,0.3,Gray
1980137N04158,FORREST,1980-05-23 12:00:00,11.6,129.5,45.0,83.34,1980,5,TS,1980s,Pre-2010,7,0.3,Gray
1980137N04158,FORREST,1980-05-23 15:00:00,11.8,128.7,48.0,88.896,1980,5,TS,1980s,Pre-2010,8,0.3,Gray
1980137N04158,FORREST,1980-05-23 18:00:00,12.1,127.9,45.0,83.34,1980,5,TS,1980s,Pre-2010,9,0.3,Gray
1980137N04158,FORREST,1980-05-23 21:00:00,12.4,127.2,53.0,98.156,1980,5,TS,1980s,Pre-2010,10,0.3,Gray
1980137N04158,FORREST,1980-05-24 00:00:00,12.7,126.4,50.0,92.60000000000001,1980,5,TS,1980s,Pre-2010,11,0.3,Gray
1980137N04158,FORREST,1980-05-24 03:00:00,13.0,125.7,55.0,101.86,1980,5,TS,1980s,Pre-2010,12,0.3,Gray
1980137N04158,FORREST,1980-05-24 06:00:00,13.4,125.1,55.0,101.86,1980,5,TS,1980s,Pre-2010,13,0.3,Gray
1980137N04158,FORREST,1980-05-24 09:00:00,13.7,124.5,53.0,98.156,1980,5,TS,1980s,Pre-2010,14,0.3,Gray
1980137N04158,FORREST,1980-05-24 12:00:00,14.0,123.9,55.0,101.86,1980,5,TS,1980s,Pre-2010,15,0.3,Gray
1980137N04158,FORREST,1980-05-24 15:00:00,14.3,123.3,50.0,92.60000000000001,1980,5,TS,1980s,Pre-2010,16,0.3,Gray
1980137N04158,FORREST,1980-05-24 18:00:00,14.7,122.8,45.0,83.34,1980,5,TS,1980s,Pre-2010,17,0.3,Gray
1980137N04158,FORREST,1980-05-24 21:00:00,15.0,122.3,48.0,88.896,1980,5,TS,1980s,Pre-2010,18,0.3,Gray
1980137N04158,FORREST,1980-05-25 00:00:00,15.3,121.9,45.0,83.34,1980,5,TS,1980s,Pre-2010,19,0.3,Gray
1980137N04158,FORREST,1980-05-25 03:00:00,15.5,121.4,38.0,70.376,1980,5,TS,1980s,Pre-2010,20,0.3,Gray
1980137N04158,FORREST,1980-05-25 06:00:00,15.9,120.9,40.0,74.08,1980,5,TS,1980s,Pre-2010,21,0.3,Gray
1980137N04158,FORREST,1980-05-25 09:00:00,16.3,120.4,25.0,46.300000000000004,1980,5,TD,1980s,Pre-2010,22,0.3,Gray
1980137N04158,FORREST,1980-05-25 12:00:00,16.8,120.0,35.0,64.82000000000001,1980,5,TS,1980s,Pre-2010,23,0.3,Gray
1980137N04158,FORREST,1980-05-25 15:00:00,17.4,119.8,20.0,37.04,1980,5,TD,1980s,Pre-2010,24,0.3,Gray
1980137N04158,FORREST,1980-05-25 18:00:00,18.1,119.9,35.0,64.82000000000001,1980,5,TS,1980s,Pre-2010,25,0.3,Gray
1980137N04158,FORREST,1980-05-25 21:00:00,18.9,120.1,20.0,37.04,1980,5,TD,1980s,Pre-2010,26,0.3,Gray
1980137N04158,FORREST,1980-05-26 00:00:00,19.4,120.3,20.0,37.04,1980,5,TD,1980s,Pre-2010,27,0.3,Gray
1980137N04158,FORREST,1980-05-26 03:00:00,19.8,120.5,20.0,37.04,1980,5,TD,1980s,Pre-2010,28,0.3,Gray
1980137N04158,FORREST,1980-05-26 06:00:00,19.9,120.6,20.0,37.04,1980,5,TD,1980s,Pre-2010,29,0.3,Gray
1980137N04158,FORREST,1980-05-26 09:00:00,19.9,120.3,21.0,38.892,1980,5,TD,1980s,Pre-2010,30,0.3,Gray
1980137N04158,FORREST,1980-05-26 12:00:00,20.3,120.5,19.0,35.188,1980,5,TD,1980s,Pre-2010,31,0.3,Gray
1980137N04158,FORREST,1980-05-26 15:00:00,20.7,120.6,19.0,35.188,1980,5,TD,1980s,Pre-2010,32,0.3,Gray
1980137N04158,FORREST,1980-05-26 18:00:00,20.9,121.0,19.0,35.188,1980,5,TD,1980s,Pre-2010,33,0.3,Gray
1980137N04158,FORREST,1980-05-26 21:00:00,20.9,121.7,19.0,35.188,1980,5,TD,1980s,Pre-2010,34,0.3,Gray
1980137N04158,FORREST,1980-05-27 00:00:00,20.9,122.6,19.0,35.188,1980,5,TD,1980s,Pre-2010,35,0.3,Gray
1980137N04158,FORREST,1980-05-27 03:00:00,21.4,123.6,,,1980,5,Unknown,1980s,Pre-2010,36,0.3,Gray
1980137N04158,FORREST,1980-05-27 06:00:00,22.0,124.0,,,1980,5,Unknown,1980s,Pre-2010,37,0.3,Gray
1980137N04158,FORREST,1980-05-27 09:00:00,22.5,124.3,,,1980,5,Unknown,1980s,Pre-2010,38,0.3,Gray
1980137N04158,FORREST,1980-05-27 12:00:00,23.0,124.5,,,1980,5,Unknown,1980s,Pre-2010,39,0.3,Gray
1980137N04158,FORREST,1980-05-27 15:00:00,23.5,124.8,,,1980,5,Unknown,1980s,Pre-2010,40,0.3,Gray
1980137N04158,FORREST,1980-05-27 18:00:00,24.0,125.0,,,1980,5,Unknown,1980s,Pre-2010,41,0.3,Gray
1980137N04158,FORREST,1980-05-27 21:00:00,24.8,125.2,,,1980,5,Unknown,1980s,Pre-2010,42,0.3,Gray
1980140N16116,GEORGIA,1980-05-19 00:00:00,16.3,115.9,19.0,35.188,1980,5,TD,1980s,Pre-2010,1,0.3,Gray
1980140N16116,GEORGIA,1980-05-19 03:00:00,16.1,115.7,19.0,35.188,1980,5,TD,1980s,Pre-2010,2,0.3,Gray
1980140N16116,GEORGIA,1980-05-19 06:00:00,16.0,115.4,19.0,35.188,1980,5,TD,1980s,Pre-2010,3,0.3,Gray
1980140N16116,GEORGIA,1980-05-19 09:00:00,15.7,115.1,19.0,35.188,1980,5,TD,1980s,Pre-2010,4,0.3,Gray
1980140N16116,GEORGIA,1980-05-20 12:00:00,14.3,115.1,25.0,46.300000000000004,1980,5,TD,1980s,Pre-2010,5,0.3,Gray
1980140N16116,GEORGIA,1980-05-20 15:00:00,14.3,115.4,25.0,46.300000000000004,1980,5,TD,1980s,Pre-2010,6,0.3,Gray
1980140N16116,GEORGIA,1980-05-20 18:00:00,14.3,115.7,25.0,46.300000000000004,1980,5,TD,1980s,Pre-2010,7,0.3,Gray
1980140N16116,GEORGIA,1980-05-20 21:00:00,14.5,115.9,25.0,46.300000000000004,1980,5,TD,1980s,Pre-2010,8,0.3,Gray
1980140N16116,GEORGIA,1980-05-21 00:00:00,14.8,116.0,25.0,46.300000000000004,1980,5,TD,1980s,Pre-2010,9,0.3,Gray
1980140N16116,GEORGIA,1980-05-21 03:00:00,15.0,116.1,28.0,51.856,1980,5,TD,1980s,Pre-2010,10,0.3,Gray
